entity_id,merchant_id,entity_type,settlement_id,settlement_utr,order_id,amount_paise,currency,fee_paise,tax_paise,net_amount_paise,payment_method,captured_at,settled_at,description,notes,status
pay_ndqux6frsk21h9,merch_urbanco,payment,setl_jzsdq6081w,Z38U0HN8FWXZMPA8,order_6i52mbtox7xu,112329,INR,0,0,112329,upi,2026-03-25T06:54:00Z,2026-03-26T06:54:00Z,Order order_6i52mbtox7xu,{'customer_id': 'cust_0066'},captured
pay_229jnee4f87kk4,merch_urbanco,payment,setl_jzsdq6081w,IJIXXOOV9VERSSIQ,order_d0klu2xdrzb6,556696,INR,13917,2505,540274,emi,2026-03-27T00:52:00Z,2026-03-28T00:52:00Z,Order order_d0klu2xdrzb6,{'customer_id': 'cust_0267'},captured
pay_75s1ywiw14ypgj,merch_lenskart,payment,setl_jrosde65qs,S0YB31GY2QUKU5BC,order_y8a7smxweswn,294235,INR,5296,953,287986,netbanking,2026-05-10T19:57:00Z,2026-05-12T19:57:00Z,Order order_y8a7smxweswn,{'customer_id': 'cust_0182'},captured
pay_oy3tzmangwbj87,merch_apollo,payment,setl_cah81ghzb2,NITL9C478C9SIYV5,order_zewkgnh32rgj,25706,INR,463,83,25160,wallet,2026-02-28T16:20:00Z,2026-03-02T16:20:00Z,Order order_zewkgnh32rgj,{'customer_id': 'cust_0017'},captured
pay_u7q5w9ucjy5d42,merch_nykaa,payment,setl_g5wjzkie9x,DNSGXFL9QX3PHYR2,order_gl29mzpeb4ti,283253,INR,5665,1020,276568,card,2026-04-16T11:45:00Z,2026-04-17T11:45:00Z,Order order_gl29mzpeb4ti,{'customer_id': 'cust_0202'},captured
pay_04vdokg8pbi6ty,merch_nykaa,payment,setl_g5wjzkie9x,22Q2MF0YZQWGF097,order_gb3b9eejl640,527830,INR,9501,1710,516619,netbanking,2026-01-03T07:26:00Z,2026-01-04T07:26:00Z,Order order_gb3b9eejl640,{'customer_id': 'cust_0453'},captured
pay_6q9fj5ogeczlf8,merch_urbanco,payment,setl_jzsdq6081w,2F45NXVP1NHNTOHV,order_itbn3nyfefgc,19296,INR,0,0,19296,upi,2026-05-12T21:43:00Z,2026-05-15T21:43:00Z,Order order_itbn3nyfefgc,{'customer_id': 'cust_0358'},captured
pay_rvpjssj5qcomr2,merch_apollo,payment,setl_4m1mvohiti,OHRBTS57M8OEKD3N,order_gl21qfmkeuc2,124723,INR,2494,449,121780,card,2026-04-12T10:27:00Z,2026-04-14T10:27:00Z,Order order_gl21qfmkeuc2,{'customer_id': 'cust_0498'},captured
pay_hov5usoap4jedp,merch_bluedart,payment,setl_cea2mqttkp,ZLUE1YELA65YQXII,order_8gorgl31273y,216288,INR,0,0,216288,upi,2026-04-02T14:30:00Z,2026-04-04T14:30:00Z,Order order_8gorgl31273y,{'customer_id': 'cust_0420'},captured
pay_ogg4q426tkdlyj,merch_nykaa,payment,setl_g5wjzkie9x,D0G9VQDR8W6GGHT7,order_qg2n72czy08v,305276,INR,7632,1374,296270,emi,2026-03-29T08:30:00Z,2026-03-30T08:30:00Z,Order order_qg2n72czy08v,{'customer_id': 'cust_0434'},captured
pay_90a4acv90ml0dd,merch_nykaa,payment,setl_g5wjzkie9x,700XX57G7P015O9F,order_0311zxofiptf,72921,INR,0,0,72921,upi,2026-05-16T14:00:00Z,2026-05-18T14:00:00Z,Order order_0311zxofiptf,{'customer_id': 'cust_0061'},captured
pay_felejz550k17hv,merch_zomato,payment,setl_n2p6lw4hzy,K78Y4SVL68ENVW6L,order_qg9vwr7kufzl,73294,INR,0,0,73294,upi,2026-05-21T13:14:00Z,2026-05-23T13:14:00Z,Order order_qg9vwr7kufzl,{'customer_id': 'cust_0032'},captured
pay_eu3d6vkjex1bsi,merch_bluedart,payment,setl_cea2mqttkp,PXP9SBZXJ2SQRG80,order_4jwktbo3ablg,41806,INR,836,150,40820,card,2026-06-16T16:24:00Z,2026-06-18T16:24:00Z,Order order_4jwktbo3ablg,{'customer_id': 'cust_0303'},captured
pay_14st1d5pcs2l02,merch_urbanco,payment,setl_b6r0dbb1bq,SAHSRFZ0YE2PKG3A,order_icdbqtbghoe7,484445,INR,12111,2180,470154,emi,2026-04-12T09:10:00Z,2026-04-14T09:10:00Z,Order order_icdbqtbghoe7,{'customer_id': 'cust_0422'},captured
pay_n1s0wyrj0qvnq1,merch_zomato,payment,setl_n2p6lw4hzy,F2HGY2EBAMCFDB0A,order_a2y06a2ab4nj,26163,INR,523,94,25546,card,2026-04-02T07:00:00Z,2026-04-04T07:00:00Z,Order order_a2y06a2ab4nj,{'customer_id': 'cust_0202'},captured
pay_3slpk8379fvpc4,merch_zomato,payment,setl_n2p6lw4hzy,DSL68BPS4E6UNEP8,order_utjnha40obh5,95810,INR,1916,345,93549,card,2026-03-10T09:13:00Z,2026-03-11T09:13:00Z,Order order_utjnha40obh5,{'customer_id': 'cust_0033'},captured
pay_5vcbjb2aizesjh,merch_urbanco,payment,setl_b6r0dbb1bq,GS0AMIYNEO8QZ2HT,order_h4vaehmrlcwo,604719,INR,10885,1959,591875,wallet,2026-03-29T03:24:00Z,2026-03-31T03:24:00Z,Order order_h4vaehmrlcwo,{'customer_id': 'cust_0345'},captured
pay_bijxk11t9xwlbt,merch_bluedart,payment,setl_cea2mqttkp,PP80Z2X81F7T3BQC,order_h54qy0r7o7au,154459,INR,3089,556,150814,card,2026-05-16T05:39:00Z,2026-05-18T05:39:00Z,Order order_h54qy0r7o7au,{'customer_id': 'cust_0128'},captured
pay_yzph1syy09pkal,merch_lenskart,payment,setl_jrosde65qs,CTJG1WW3RV2WZU2A,order_5oirddflq8c3,63534,INR,0,0,63534,upi,2026-01-11T08:08:00Z,2026-01-13T08:08:00Z,Order order_5oirddflq8c3,{'customer_id': 'cust_0305'},captured
pay_9qp18cm4nwn14n,merch_lenskart,payment,setl_jrosde65qs,MXS3N8BGJ4DFKJSG,order_c04se5rv6kr3,66706,INR,0,0,66706,upi,2026-02-05T10:34:00Z,2026-02-07T10:34:00Z,Order order_c04se5rv6kr3,{'customer_id': 'cust_0366'},captured
pay_oimpdc6t8j0dpg,merch_nykaa,payment,setl_g5wjzkie9x,QZEDLE726O6AM17P,order_w57bqoit5qs1,109251,INR,0,0,109251,upi,2026-02-06T19:44:00Z,2026-02-13T19:44:00Z,Order order_w57bqoit5qs1,{'customer_id': 'cust_0038'},captured
pay_8reuqm16pvru6w,merch_nykaa,payment,setl_g5wjzkie9x,M15PATPBABRRRSWW,order_vup8xydqfryx,109456,INR,2189,394,106873,card,2026-05-23T19:57:00Z,2026-05-30T19:57:00Z,Order order_vup8xydqfryx,{'customer_id': 'cust_0195'},captured
pay_snfui1kv5hjpnq,merch_apollo,payment,setl_4m1mvohiti,GL4HORZYQMWCHWCI,order_vg3oyvdnjgne,99916,INR,0,0,99916,upi,2026-04-09T22:13:00Z,2026-04-11T22:13:00Z,Order order_vg3oyvdnjgne,{'customer_id': 'cust_0395'},captured
pay_1q97t8ol4sdaw7,merch_lenskart,payment,setl_jk8v4druwn,P4KSDTRU71M8WSV0,order_r953wve9a6zf,409032,INR,7363,1325,400344,wallet,2026-05-04T04:03:00Z,2026-05-06T04:03:00Z,Order order_r953wve9a6zf,{'customer_id': 'cust_0258'},captured
pay_02gt1543fjnq45,merch_urbanco,payment,setl_b6r0dbb1bq,PR4JJUSR5WQWV0HT,order_wpk55z6kwdsh,49567,INR,1239,223,48105,emi,2026-01-09T21:32:00Z,2026-01-11T21:32:00Z,Order order_wpk55z6kwdsh,{'customer_id': 'cust_0430'},captured
pay_0h3vpfj7mdntt7,merch_nykaa,payment,setl_obvrdd0i74,4GYU8BMNTWLPG6EL,order_3377lgtteigf,259258,INR,5185,933,253140,card,2026-04-16T19:14:00Z,2026-04-17T19:14:00Z,Order order_3377lgtteigf,{'customer_id': 'cust_0207'},captured
pay_ur6yfto9n0uqu4,merch_bluedart,payment,setl_x4yy2sdtw4,3J6WOE2EAOJLPGRT,order_qb6v92iyxxpz,159629,INR,3193,575,155861,card,2026-05-27T00:21:00Z,2026-06-03T00:21:00Z,Order order_qb6v92iyxxpz,{'customer_id': 'cust_0279'},captured
pay_nk74rds5ia1tlt,merch_urbanco,payment,setl_b6r0dbb1bq,M5XYF4BJUSFRTUAG,order_j7jbjztfqao8,258096,INR,5162,929,252005,card,2026-06-01T03:31:00Z,2026-06-03T03:31:00Z,Order order_j7jbjztfqao8,{'customer_id': 'cust_0151'},captured
pay_2k4p38f8k61v5n,merch_urbanco,payment,setl_b6r0dbb1bq,PJ45ANN58KEW2VX4,order_mkyv3h3h99jl,227673,INR,0,0,227673,upi,2026-04-28T05:22:00Z,2026-04-29T05:22:00Z,Order order_mkyv3h3h99jl,{'customer_id': 'cust_0062'},captured
pay_uf1c6ovzu6aq6n,merch_bluedart,payment,setl_x4yy2sdtw4,LK13LI2W2ZDVPTFX,order_izu9069g38ni,112577,INR,2026,365,110186,netbanking,2026-02-24T08:11:00Z,2026-02-26T08:11:00Z,Order order_izu9069g38ni,{'customer_id': 'cust_0225'},captured
pay_o7utf6tdjr9hwv,merch_bluedart,payment,setl_x4yy2sdtw4,T5G5FHC7UOS2R0NN,order_9czmxolf9uoz,224194,INR,4484,807,218903,card,2026-06-10T13:47:00Z,2026-06-17T13:47:00Z,Order order_9czmxolf9uoz,{'customer_id': 'cust_0185'},captured
pay_6ypp9nk83l1bo3,merch_nykaa,payment,setl_obvrdd0i74,CZGGW585E03ZW8CX,order_035735kr4q4t,1234620,INR,0,0,1234620,upi,2026-03-02T08:33:00Z,2026-03-04T08:33:00Z,Order order_035735kr4q4t,{'customer_id': 'cust_0070'},captured
pay_e19cqg7rfrwck4,merch_zomato,payment,setl_dt2cjbijhs,8Y9PT6BOFTGKABKB,order_qtrh0f9e4ebl,95088,INR,0,0,95088,upi,2026-04-12T09:48:00Z,2026-04-13T09:48:00Z,Order order_qtrh0f9e4ebl,{'customer_id': 'cust_0431'},captured
pay_hctld7r9z17qpe,merch_nykaa,payment,setl_obvrdd0i74,NHG41O6RPGT01YII,order_7rrozuj0fd0g,529390,INR,0,0,529390,upi,2026-01-01T06:29:00Z,2026-01-03T06:29:00Z,Order order_7rrozuj0fd0g,{'customer_id': 'cust_0429'},captured
pay_lerksjgam9oga3,merch_bluedart,payment,setl_x4yy2sdtw4,CFTESRPSOY7O0XKL,order_i5pi7mdsi2n5,154700,INR,2785,501,151414,netbanking,2026-06-22T23:38:00Z,2026-06-24T23:38:00Z,Order order_i5pi7mdsi2n5,{'customer_id': 'cust_0170'},captured
pay_ada1droxri8suy,merch_lenskart,payment,setl_jk8v4druwn,F90WUSZEHS50QBYE,order_o8rylbu9xto1,1253898,INR,0,0,1253898,upi,2026-05-19T18:57:00Z,2026-05-22T18:57:00Z,Order order_o8rylbu9xto1,{'customer_id': 'cust_0088'},captured
pay_a1fhgnr1v4gxup,merch_bluedart,payment,setl_x4yy2sdtw4,D7P1CVW453KS1COD,order_m3vtm9mt9e4o,172926,INR,3113,560,169253,netbanking,2026-01-08T03:49:00Z,2026-01-09T03:49:00Z,Order order_m3vtm9mt9e4o,{'customer_id': 'cust_0287'},captured
pay_sdoxeyn3ks1cg1,merch_bluedart,payment,setl_x4yy2sdtw4,HXGZHCUT20QBVLL7,order_5qn2y74cqg1f,1244192,INR,0,0,1244192,upi,2026-06-25T04:17:00Z,2026-06-27T04:17:00Z,Order order_5qn2y74cqg1f,{'customer_id': 'cust_0237'},captured
pay_qdzearhwv5235s,merch_bluedart,payment,setl_x4yy2sdtw4,HJZI5IBFKM9YCDUA,order_0tz68ilsp4f2,30399,INR,608,109,29682,card,2026-05-30T06:17:00Z,2026-05-31T06:17:00Z,Order order_0tz68ilsp4f2,{'customer_id': 'cust_0038'},captured
pay_4h1yvwegctuy9j,merch_lenskart,payment,setl_jk8v4druwn,5W602O9JAQMTXRDL,order_2967rx9e5dvx,95734,INR,1723,310,93701,netbanking,2026-02-27T03:43:00Z,2026-03-01T03:43:00Z,Order order_2967rx9e5dvx,{'customer_id': 'cust_0497'},captured
pay_089gpbpu5fa08k,merch_urbanco,payment,setl_e6o288sjff,J8CYVRPUJ3YVV842,order_fgafyrs2suo1,513131,INR,0,0,513131,upi,2026-02-16T18:32:00Z,2026-02-17T18:32:00Z,Order order_fgafyrs2suo1,{'customer_id': 'cust_0249'},captured
pay_gxooldv4nmuf71,merch_zomato,payment,setl_n8yqp06ewk,3UDETSE68UCH5JXL,order_mb0zzc4zte1n,165744,INR,0,0,165744,upi,2026-01-18T08:47:00Z,2026-01-19T08:47:00Z,Order order_mb0zzc4zte1n,{'customer_id': 'cust_0396'},captured
pay_20223rd8lwrusl,merch_bluedart,payment,setl_d4rp06720j,FIHQDEBIOMQXI4LI,order_ipnzq7uazjt1,173994,INR,0,0,173994,upi,2026-02-25T06:25:00Z,2026-02-27T06:25:00Z,Order order_ipnzq7uazjt1,{'customer_id': 'cust_0094'},captured
pay_5toldbijxfgdwu,merch_nykaa,payment,setl_1epoqmp00s,ZS08U9YB2G32FX0Y,order_7n4kivjr77t3,679310,INR,13586,2445,663279,card,2026-06-17T19:51:00Z,2026-06-19T19:51:00Z,Order order_7n4kivjr77t3,{'customer_id': 'cust_0113'},captured
pay_376hlqvptsq4l8,merch_lenskart,payment,setl_jk8v4druwn,4UT289DZ0GMEJSWA,order_hp16u296srjl,199081,INR,3982,717,194382,card,2026-03-05T18:30:00Z,2026-03-12T18:30:00Z,Order order_hp16u296srjl,{'customer_id': 'cust_0016'},captured
pay_qvtttfqltojmmj,merch_lenskart,payment,setl_b1c5euzy3a,38ODKNDF3Y8CFC5D,order_l3dgw7lgcm76,21593,INR,432,78,21083,card,2026-04-17T16:34:00Z,2026-04-19T16:34:00Z,Order order_l3dgw7lgcm76,{'customer_id': 'cust_0081'},captured
pay_32sdxwkgpsejvi,merch_apollo,payment,setl_pe6tlmasup,V4XE96C0MI8YGBM4,order_fpe2zh6d6xko,44787,INR,0,0,44787,upi,2026-06-05T15:56:00Z,2026-06-07T15:56:00Z,Order order_fpe2zh6d6xko,{'customer_id': 'cust_0431'},captured
pay_9w0fdpj3wivi55,merch_apollo,payment,setl_pe6tlmasup,ORB9XHNKJ4I0YLTO,order_rfge2e636oqf,116019,INR,0,0,116019,upi,2026-05-01T05:22:00Z,2026-05-03T05:22:00Z,Order order_rfge2e636oqf,{'customer_id': 'cust_0425'},captured
pay_4bw1q52ugppqvh,merch_lenskart,payment,setl_b1c5euzy3a,F3D9MCON9NKYSOVD,order_u95t7aienorw,56164,INR,0,0,56164,upi,2026-04-23T20:27:00Z,2026-04-24T20:27:00Z,Order order_u95t7aienorw,{'customer_id': 'cust_0202'},captured
pay_ci9kmlo5zc9r95,merch_nykaa,payment,setl_1epoqmp00s,9UL0NPYW3WHXB0SA,order_dyg7nm40mh8n,379581,INR,0,0,379581,upi,2026-02-13T14:51:00Z,2026-02-15T14:51:00Z,Order order_dyg7nm40mh8n,{'customer_id': 'cust_0150'},captured
pay_zf6u6k754gag7a,merch_nykaa,payment,setl_1epoqmp00s,UG50QPKJK3YMU0CG,order_iwjnjqsd4ds4,211539,INR,3808,685,207046,wallet,2026-05-15T20:18:00Z,2026-05-18T20:18:00Z,Order order_iwjnjqsd4ds4,{'customer_id': 'cust_0301'},captured
pay_lmv2zapvzok2gh,merch_apollo,payment,setl_my3ou14ghr,3M24L7ESWQBQWGS2,order_i5jh8g9pv1xy,98494,INR,0,0,98494,upi,2026-01-20T19:22:00Z,2026-01-22T19:22:00Z,Order order_i5jh8g9pv1xy,{'customer_id': 'cust_0201'},captured
pay_1vr05tm7y00suz,merch_nykaa,payment,setl_1epoqmp00s,U2RRV85ABZEJ7GD0,order_gbwinntr6xru,313001,INR,5634,1014,306353,netbanking,2026-02-01T15:40:00Z,2026-02-03T15:40:00Z,Order order_gbwinntr6xru,{'customer_id': 'cust_0091'},captured
