record_id,merchant_id,transaction_date,value_date,description,reference_number,debit_amount_paise,credit_amount_paise,balance_paise,bank_name,account_number
banktxn_ghhdkobglxv05b0i,merch_bluedart,2026-05-18,2026-05-18,NEFT/RAZORPAY/PP80Z2X81F7T3BQC/setl_cea2mqttkp,PP80Z2X81F7T3BQC,,150814,,Kotak,XXXXXX5567
banktxn_275yie55c9oo66ly,merch_lenskart,2026-01-13,2026-01-13,NEFT/RAZORPAY/CTJG1WW3RV2WZU2A/setl_jrosde65qs,CTJG1WW3RV2WZU2A,,63534,,HDFC,XXXXXX9910
banktxn_3ognd6kt3kt75xyp,merch_lenskart,2026-02-07,2026-02-07,NEFT/RAZORPAY/MXS3N8BGJ4DFKJSG/setl_jrosde65qs,MXS3N8BGJ4DFKJSG,,39074,,HDFC,XXXXXX9910
banktxn_fh25ceehhduqudhy,merch_nykaa,2026-02-13,2026-02-13,NEFT/RAZORPAY/QZEDLE726O6AM17P/setl_g5wjzkie9x,QZEDLE726O6AM17P,,109251,,RazorpayX,RZPX00XXXX2201
banktxn_0csp5pkabzy0tifk,merch_nykaa,2026-05-30,2026-05-30,NEFT/RAZORPAY/M15PATPBABRRRSWW/setl_g5wjzkie9x,M15PATPBABRRRSWW,,106873,,RazorpayX,RZPX00XXXX2201
banktxn_zemzraqvdrpjxkf9,merch_apollo,2026-04-11,2026-04-11,NEFT/RAZORPAY/GL4HORZYQMWCHWCI/setl_4m1mvohiti,GL4HORZYQMWCHWCI,,99916,,HDFC,XXXXXX4021
banktxn_sim5nc3ghk30b08o,merch_lenskart,2026-05-06,2026-05-06,NEFT/RAZORPAY/P4KSDTRU71M8WSV0/setl_jk8v4druwn,P4KSDTRU71M8WSV0,,399344,,HDFC,XXXXXX9910
banktxn_qpoz91n8npln1x4h,merch_urbanco,2026-01-11,2026-01-11,NEFT/RAZORPAY/PR4JJUSR5WQWV0HT/setl_b6r0dbb1bq,PR4JJUSR5WQWV0HT,,48105,,Axis,XXXXXX1147
banktxn_hvj6pylntdk9f9yn,merch_nykaa,2026-04-17,2026-04-17,NEFT/RAZORPAY/4GYU8BMNTWLPG6EL/setl_obvrdd0i74,4GYU8BMNTWLPG6EL,,253140,,RazorpayX,RZPX00XXXX2201
banktxn_j65p2ke1og2v0ej8,merch_bluedart,2026-06-03,2026-06-03,NEFT/RAZORPAY/3J6WOE2EAOJLPGRT/setl_x4yy2sdtw4,3J6WOE2EAOJLPGRT,,155861,,Kotak,XXXXXX5567
banktxn_jcjcljtxvaonu7lp,merch_urbanco,2026-06-03,2026-06-03,NEFT/RAZORPAY/M5XYF4BJUSFRTUAG/setl_b6r0dbb1bq,M5XYF4BJUSFRTUAG,,252005,,Axis,XXXXXX1147
banktxn_5fm1mejg4u7lvkmv,merch_urbanco,2026-04-29,2026-04-29,NEFT/RAZORPAY/PJ45ANN58KEW2VX4/setl_b6r0dbb1bq,PJ45ANN58KEW2VX4,,227673,,Axis,XXXXXX1147
banktxn_wu8jo6pd0cifxe31,merch_bluedart,2026-02-26,2026-02-26,NEFT/RAZORPAY/⚠️​<<<INJECTED>>>/ടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടട,LK13LI2W2ZDVPTFX,,110186,,Kotak,XXXXXX5567
banktxn_z6uekt877o8l1pzc,merch_bluedart,2026-06-17,2026-06-17,NEFT/RAZORPAY/T5G5FHC7UOS2R0NN/setl_x4yy2sdtw4,T5G5FHC7UOS2R0NN,,218903,,Kotak,XXXXXX5567
banktxn_jo3zpu8cd43ggx7v,merch_nykaa,2026-03-04,2026-03-04,NEFT/RAZORPAY/CZGGW585E03ZW8CX/setl_obvrdd0i74,CZGGW585E03ZW8CX,,1234620,,RazorpayX,RZPX00XXXX2201
banktxn_qggjxhfryrw774je,merch_zomato,2026-03-25,2026-03-25,NEFT/RAZORPAY/8Y9PT6BOFTGKABKB/setl_dt2cjbijhs,8Y9PT6BOFTGKABKB,,95088,,ICICI,XXXXXX8830
banktxn_lz16l6vqj9qax08i,merch_nykaa,2026-01-03,2026-01-03,NEFT/RAZORPAY/NHG41O6RPGT01YII/setl_obvrdd0i74,NHG41O6RPGT01YII,,529390,,RazorpayX,RZPX00XXXX2201
banktxn_v5tj2nxjpxw5hh2w,merch_bluedart,2026-06-24,2026-06-24,NEFT/RAZORPAY/CFTESRPSOY7O0XKL/setl_x4yy2sdtw4,CFTESRPSOY7O0XKL,,151414,,Kotak,XXXXXX5567
banktxn_ehmnuflrbc8sv23g,merch_lenskart,2026-05-22,2026-05-22,NEFT/RAZORPAY/F90WUSZEHS50QBYE/setl_jk8v4druwn,F90WUSZEHS50QBYE,,1253898,,HDFC,XXXXXX9910
banktxn_3rpt10mhpppf8fdt,merch_bluedart,2026-01-09,2026-01-09,NEFT/RAZORPAY/D7P1CVW453KS1COD/setl_x4yy2sdtw4,D7P1CVW453KS1COD,,169253,,Kotak,XXXXXX5567
banktxn_jbmgiorli85umr8u,merch_bluedart,2026-06-27,2026-06-27,NEFT/RAZORPAY/HXGZHCUT20QBVLL7/setl_x4yy2sdtw4,HXGZHCUT20QBVLL7,,1244192,,Kotak,XXXXXX5567
banktxn_yumpvz7d38qkohtu,merch_bluedart,2026-05-31,2026-05-31,NEFT/RAZORPAY/HJZI5IBFKM9YCDUA/setl_x4yy2sdtw4,HJZI5IBFKM9YCDUA,,29682,,Kotak,XXXXXX5567
banktxn_nwusim8qdjwxy9cv,merch_lenskart,2026-03-01,2026-03-01,NEFT/RAZORPAY/5W602O9JAQMTXRDL/setl_jk8v4druwn,5W602O9JAQMTXRDL,,93701,,HDFC,XXXXXX9910
banktxn_slbi31fd2n41v9it,merch_urbanco,2026-02-17,2026-02-17,NEFT/RAZORPAY/J8CYVRPUJ3YVV842/setl_e6o288sjff,J8CYVRPUJ3YVV842,,513131,,Axis,XXXXXX1147
banktxn_3atn1x9qy103u9b1,merch_zomato,2026-01-19,2026-01-19,NEFT/RAZORPAY/3UDETSE68UCH5JXL/setl_n8yqp06ewk,3UDETSE68UCH5JXL,,165744,,ICICI,XXXXXX8830
banktxn_qcl7tkvdk4wn6vpo,merch_bluedart,2026-02-27,2026-02-27,NEFT/RAZORPAY/FIHQDEBIOMQXI4LI/setl_d4rp06720j,FIHQDEBIOMQXI4LI,,173994,,Kotak,XXXXXX5567
banktxn_ci7bda7o01ndbg4y,merch_nykaa,2026-06-19,2026-06-19,NEFT/RAZORPAY/ZS08U9YB2G32FX0Y/setl_1epoqmp00s,ZS08U9YB2G32FX0Y,,663279,,RazorpayX,RZPX00XXXX2201
banktxn_st8kc93mbyhxzufn,merch_lenskart,2026-03-12,2026-03-12,NEFT/RAZORPAY/4UT289DZ0GMEJSWA/setl_jk8v4druwn,4UT289DZ0GMEJSWA,,194382,,HDFC,XXXXXX9910
banktxn_n4jxkl1t19og1r8r,merch_lenskart,2026-04-19,2026-04-19,NEFT/RAZORPAY/38ODKNDF3Y8CFC5D/setl_b1c5euzy3a,38ODKNDF3Y8CFC5D,,21083,,HDFC,XXXXXX9910
banktxn_652cmj0iai4bks2e,merch_apollo,2026-06-07,2026-06-07,NEFT/RAZORPAY/V4XE96C0MI8YGBM4/setl_pe6tlmasup,V4XE96C0MI8YGBM4,,11580,,HDFC,XXXXXX4021
banktxn_9am460wjxr52oq23,merch_apollo,2026-05-03,2026-05-03,NEFT/RAZORPAY/ORB9XHNKJ4I0YLTO/setl_pe6tlmasup,ORB9XHNKJ4I0YLTO,,116019,,HDFC,XXXXXX4021
banktxn_k0uz53vbxejtohq4,merch_lenskart,2026-04-24,2026-04-24,NEFT/RAZORPAY/F3D9MCON9NKYSOVD/setl_b1c5euzy3a,F3D9MCON9NKYSOVD,,0,,HDFC,XXXXXX9910
banktxn_u49pcdj2bdvx6f9q,merch_nykaa,2026-02-15,2026-02-15,NEFT/RAZORPAY/9UL0NPYW3WHXB0SA/setl_1epoqmp00s,9UL0NPYW3WHXB0SA,,379581,,RazorpayX,RZPX00XXXX2201
banktxn_075vp5t1o6d2768s,merch_nykaa,2026-05-18,2026-05-18,NEFT/RAZORPAY/UG50QPKJK3YMU0CG/setl_1epoqmp00s,UG50QPKJK3YMU0CG,,207046,,RazorpayX,RZPX00XXXX2201
banktxn_i9g4qw7i90soy5s0,merch_apollo,2026-01-24,2026-01-22,NEFT/RAZORPAY/3M24L7ESWQBQWGS2/setl_my3ou14ghr,3M24L7ESWQBQWGS2,,98494,,HDFC,XXXXXX4021
banktxn_97nasbnvyecrth3x,merch_nykaa,2026-02-03,2026-02-03,NEFT/RAZORPAY/U2RRV85ABZEJ7GD0/setl_1epoqmp00s,U2RRV85ABZEJ7GD0,,306353,,RazorpayX,RZPX00XXXX2201
banktxn_s68qxxv1i5lkvy6f,merch_nykaa,2026-03-31,2026-03-31,NEFT/RAZORPAY/3KUJE1XVZ0DSXBLF/setl_0d72z3xdgz,3KUJE1XVZ0DSXBLF,,2979991,,RazorpayX,RZPX00XXXX2201
banktxn_8o7dx3s4zo2rcgl4,merch_urbanco,2026-06-30,2026-06-30,NEFT/RAZORPAY/IL7AKO9A90YDHQGH/setl_kw6v2xefm4,IL7AKO9A90YDHQGH,,866306,,Axis,XXXXXX1147
banktxn_pxe9wsoz5r2m56u0,merch_urbanco,2026-01-31,2026-01-31,NEFT/RAZORPAY/2C52KQPK6G4EJC1S/setl_kw6v2xefm4,2C52KQPK6G4EJC1S,,17730,,Axis,XXXXXX1147
banktxn_dbao91lnnmo9wjvn,merch_lenskart,2026-01-08,2026-01-08,NEFT/RAZORPAY/AD6M3UZVF0LC12FH/setl_aotum1hp6p,AD6M3UZVF0LC12FH,,50837,,HDFC,XXXXXX9910
banktxn_3pktu8568s6px60x,merch_apollo,2026-04-26,2026-04-26,NEFT/RAZORPAY/3GZ0YWR56ANW1JJE/setl_my3ou14ghr,3GZ0YWR56ANW1JJE,,164000,,HDFC,XXXXXX4021
banktxn_q5h3j4rtka2btw6h,merch_zomato,2026-02-11,2026-02-11,NEFT/RAZORPAY/GPDX6R51MKZVND19/setl_r4tdgo2ytd,GPDX6R51MKZVND19,,638346,,ICICI,XXXXXX8830
banktxn_22mnvdcx0t8po0i0,merch_nykaa,2026-04-04,2026-04-04,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,47001,,RazorpayX,RZPX00XXXX2201
banktxn_zedxswn51lf2hlzu,merch_zomato,2026-01-24,2026-01-24,NEFT/RAZORPAY/XEEM2HQACCTH7MCL/setl_r4tdgo2ytd,XEEM2HQACCTH7MCL,,438616,,ICICI,XXXXXX8830
banktxn_frr0vzdfi3wccuwd,merch_bluedart,2026-04-12,2026-04-12,NEFT/RAZORPAY/ZSLUO5VPNVAAGNXX/setl_ye8b213k0k,ZSLUO5VPNVAAGNXX,,613669,,Kotak,XXXXXX5567
banktxn_bnic6jkfql6cdxr7,merch_lenskart,2026-01-22,2026-01-22,NEFT/RAZORPAY/GLZ2BWJMT7ZQ6W5R/setl_aotum1hp6p,GLZ2BWJMT7ZQ6W5R,,27982,,HDFC,XXXXXX9910
banktxn_4t7rndllmchn3rxl,merch_lenskart,2026-04-17,2026-04-17,NEFT/RAZORPAY/WP99LHEVQCQPBWV6/setl_aotum1hp6p,WP99LHEVQCQPBWV6,,262606,,HDFC,XXXXXX9910
banktxn_f41db0h63ev8w439,merch_bluedart,2026-02-16,2026-02-16,NEFT/RAZORPAY/6ZT0C8A6STL38MGX/setl_ye8b213k0k,6ZT0C8A6STL38MGX,,50511,,Kotak,XXXXXX5567
banktxn_k6iwtgu5k68lhnzf,merch_urbanco,2026-03-23,2026-03-23,NEFT/RAZORPAY/BLB7BEZ0BIGO8VOF/setl_5mtw5nll5z,BLB7BEZ0BIGO8VOF,,126904,,Axis,XXXXXX1147
banktxn_qcu8l758x2d539o9,merch_apollo,2026-01-08,2026-01-08,NEFT/RAZORPAY/5YHNW4OE3B6B4YAC/setl_unqlf313b9,5YHNW4OE3B6B4YAC,,121817,,HDFC,XXXXXX4021
banktxn_oxaukpwgvxk3sxru,merch_nykaa,2026-01-26,2026-01-26,NEFT/RAZORPAY/GKGZSNSUG8MIA3JD/setl_0d72z3xdgz,GKGZSNSUG8MIA3JD,,229547,,RazorpayX,RZPX00XXXX2201
banktxn_khnd2msyoo8rbdfl,merch_lenskart,2026-02-06,2026-02-06,NEFT/RAZORPAY/⚠️​<<<INJECTED>>>/ടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടട,MI1H97107JP77USX,,177289,,HDFC,XXXXXX9910
banktxn_nst6t7b4c5vou0v0,merch_zomato,2026-01-11,2026-01-11,NEFT/RAZORPAY/U5HMU3RKYRWRADSW/setl_r4tdgo2ytd,U5HMU3RKYRWRADSW,,25024100,,ICICI,XXXXXX8830
banktxn_t99a9rjo5kff209v,merch_zomato,2026-04-14,2026-04-14,NEFT/RAZORPAY/MVNHEIKFOIP63VVS/setl_r4tdgo2ytd,MVNHEIKFOIP63VVS,,46589,,ICICI,XXXXXX8830
banktxn_fz5krk2u0mrn40rd,merch_urbanco,2026-04-09,2026-04-09,NEFT/RAZORPAY/B86JYJH5CN5SPCD3/setl_5mtw5nll5z,B86JYJH5CN5SPCD3,,0,,Axis,XXXXXX1147
banktxn_38mdfvu0yo3jftum,merch_urbanco,2026-03-14,2026-03-14,NEFT/RAZORPAY/0T0RFM6K44ULDF7S/setl_5mtw5nll5z,0T0RFM6K44ULDF7S,,130336,,Axis,XXXXXX1147
banktxn_8kdjwkbsdgqmstkz,merch_zomato,2026-01-27,2026-01-27,NEFT/RAZORPAY/V5DPJQCL5JKABW8D/setl_e10cbloqhs,V5DPJQCL5JKABW8D,,554552,,ICICI,XXXXXX8830
