source_a,source_a_id,source_b,source_b_id,confidence,label,competing_candidates,abstention_reason,a_amount_paise,b_amount_paise,a_utr,b_utr,a_order_id,b_order_id
bank,bank_norm_banktxn_2gzvtxwwsmdnwmbf,merchant,merch_norm_led_yp32c1hjfo5k,1.0,AUTO_MATCH,0,,134356,134356,8ZXF89168NP3ZCB2,,,order_4a3lftxv7dvk
bank,bank_norm_banktxn_2jh9dwq3b2l3yye1,merchant,merch_norm_led_h4dh0r4uvv8h,1.0,AUTO_MATCH,0,,156719,156719,XQYR1WEKU24S1FQC,,,order_bgjg4wui09cc
bank,bank_norm_banktxn_2puhlrzpnaj2o987,merchant,merch_norm_led_kmru8krbbb70,1.0,AUTO_MATCH,0,,881356,881356,AQ217DRN73EHIJG8,,,order_syirs3wu17xu
bank,bank_norm_banktxn_35k22xnzkh4iom4r,merchant,merch_norm_led_va79s4k9p5u7,1.0,AUTO_MATCH,0,,528689,528689,F1ZST99ORPSEHKXX,,,order_3www0s9h93ul
bank,bank_norm_banktxn_38mdfvu0yo3jftum,merchant,merch_norm_led_ztbnct5v827k,1.0,AUTO_MATCH,0,,130336,130336,0T0RFM6K44ULDF7S,,,order_9joo7gay2v0a
bank,bank_norm_banktxn_399j5f7zqexossjr,merchant,merch_norm_led_j36ddg5afbz4,1.0,AUTO_MATCH,0,,320599,320599,60IUUSLB3GU74PV4,,,order_bj0y8h23zi8v
bank,bank_norm_banktxn_3atn1x9qy103u9b1,merchant,merch_norm_led_zu5a7xhmbfkq,1.0,AUTO_MATCH,0,,165744,165744,3UDETSE68UCH5JXL,,,order_mb0zzc4zte1n
bank,bank_norm_banktxn_3c0t43y4raadtopa,merchant,merch_norm_led_7nh4m4z3s08t,1.0,AUTO_MATCH,0,,35248,35248,00F00LCTY9YPXUA9,,,order_q20z0ny17xzw
bank,bank_norm_banktxn_3gj3v66ergry3oyx,merchant,merch_norm_led_twky1c69tu2l,1.0,AUTO_MATCH,0,,113440,113440,WWNXIS21QZ7Z8EU4,,,order_93c6ic0p6jfb
bank,bank_norm_banktxn_3pktu8568s6px60x,merchant,merch_norm_led_6tqren85l9qu,1.0,AUTO_MATCH,0,,164000,164000,3GZ0YWR56ANW1JJE,,,order_cmwa5uboef1y
bank,bank_norm_banktxn_3ta9zwic9yzqowx0,merchant,merch_norm_led_61plbxmijc2k,1.0,AUTO_MATCH,0,,1089564,1089564,6PZKMK09OIN0MXDP,,,order_74glvb1mnkea
bank,bank_norm_banktxn_3ver4vjktg6u4whx,merchant,merch_norm_led_013105ef3a7h,1.0,AUTO_MATCH,0,,223619,223619,W5Z5OU5VS670EI2B,,,order_bsasswdi3vc8
bank,bank_norm_banktxn_3zk7gpqsnt6oki18,merchant,merch_norm_led_c6cibozcomt6,1.0,AUTO_MATCH,0,,722707,722707,WZL56YZ55OVYVCHW,,,order_xntj34li5n1p
bank,bank_norm_banktxn_42kiozq6vtc3u04w,merchant,merch_norm_led_hpsq4t1n752d,1.0,AUTO_MATCH,0,,156898,156898,UEE3W0FJKIJPWIFB,,,order_bjuyrcmsbdqa
bank,bank_norm_banktxn_43h37pgx7zx0ggbz,merchant,merch_norm_led_uvfxcocx4phf,1.0,AUTO_MATCH,0,,157486,157486,2Z2U3QDFQZTM1XB8,,,order_q9hwekn3njao
bank,bank_norm_banktxn_49gsh544udpt0dxr,merchant,merch_norm_led_9mptr66anzia,1.0,AUTO_MATCH,0,,68950,68950,J4Y0BKMVTETCMVKM,,,order_a7qbpp1d9ckw
bank,bank_norm_banktxn_4a0mu0vfu721iexw,merchant,merch_norm_led_a966jlsvmygv,1.0,AUTO_MATCH,0,,519025,519025,FAK4ABLT90URL1BG,,,order_dadmii06bwuj
bank,bank_norm_banktxn_4gsp6bql3xyvnlwk,merchant,merch_norm_led_cuuyw5rqw2pl,1.0,AUTO_MATCH,0,,352427,352427,L6VNC5SAR42YGKPC,,,order_fy2mygp2u0ge
bank,bank_norm_banktxn_4m5iwwy5he674n2y,merchant,merch_norm_led_clclgjhc8yg0,1.0,AUTO_MATCH,0,,454523,454523,LRSTRQNVKHO1BSEG,,,order_z585isxme2tw
bank,bank_norm_banktxn_4mavk0tdr5fb2j3p,merchant,merch_norm_led_faacobw6t565,1.0,AUTO_MATCH,0,,673573,673573,6WUU6V1YGZ5KAVS6,,,order_0xiosj2u8ix2
bank,bank_norm_banktxn_4n63i6fpvtuovnc8,merchant,merch_norm_led_8houdt5qukls,1.0,AUTO_MATCH,0,,32960,32960,LPOZV8F3ODQMSXCS,,,order_4a5chkls12ub
bank,bank_norm_banktxn_4sb6n3l90nelc5c7,merchant,merch_norm_led_whnq1lei9f98,1.0,AUTO_MATCH,0,,430799,430799,K9HBCL9LO20XKXJO,,,order_vvi2a4nv8d59
bank,bank_norm_banktxn_53hov1oos2edobry,merchant,merch_norm_led_3j2ym1lgd1lr,1.0,AUTO_MATCH,0,,56571,56571,D7N92FST71V2HHOJ,,,order_3mqvh5d8xejz
bank,bank_norm_banktxn_57xjrm69gb71oftz,merchant,merch_norm_led_5u1jzeogx65q,1.0,AUTO_MATCH,0,,308170,308170,P2HYME6BCGGDLXHZ,,,order_gddc0jnra2pp
bank,bank_norm_banktxn_5azzbqf71pytbnj2,merchant,merch_norm_led_svgyx4qw90hd,1.0,AUTO_MATCH,0,,186089,186089,Q81MQFEPG3SQ9YAS,,,
bank,bank_norm_banktxn_5fm1mejg4u7lvkmv,merchant,merch_norm_led_7prebw8hqf1r,1.0,AUTO_MATCH,0,,227673,227673,PJ45ANN58KEW2VX4,,,order_mkyv3h3h99jl
bank,bank_norm_banktxn_5rj8c6omhi7ctbtu,merchant,merch_norm_led_oxnuq2rdgib2,1.0,AUTO_MATCH,0,,594355,594355,CHR5SR9E7DCQ70GI,,,order_8pidxm00ketb
bank,bank_norm_banktxn_5sa6via881j5qtyb,merchant,merch_norm_led_7mfbpodu0pe8,1.0,AUTO_MATCH,0,,337075,337075,BE5KY8XOE2H18RPB,,,order_hans3fde9lim
bank,bank_norm_banktxn_5tfbcz6mill8tzur,merchant,merch_norm_led_ao0bdlri1e0y,1.0,AUTO_MATCH,0,,95381,95381,BPCLMHQ2DCOC52LS,,,order_257m6dbryjbc
bank,bank_norm_banktxn_5tv51q8in18oihte,merchant,merch_norm_led_ndh6if41dbf7,1.0,AUTO_MATCH,0,,14075,14075,ULEG7YDMLUZ2A8W1,,,order_q9tra8fqyf5b
bank,bank_norm_banktxn_5wrtlqou6sn8j2tm,merchant,merch_norm_led_xo6fehugn23j,1.0,AUTO_MATCH,0,,39422,39422,NGYDEWZ2RV66VIBN,,,order_ea6yf6nf2kwo
bank,bank_norm_banktxn_602iqyvum9523xiz,merchant,merch_norm_led_rkjbmlrxo9ba,1.0,AUTO_MATCH,0,,74258,74258,82DWYU0S4FR1I849,,,order_v3lign6gk940
bank,bank_norm_banktxn_61ulcn2bgphxi6ad,merchant,merch_norm_led_88bea2zufxku,1.0,AUTO_MATCH,0,,153437,153437,EX6R4895FK664FD3,,,order_vvepibvdtmt9
bank,bank_norm_banktxn_6nprs344wt7t70hl,merchant,merch_norm_led_a2u5xz19b5f6,1.0,AUTO_MATCH,0,,260257,260257,Q9PTBH0WOAZV35F9,,,order_ixkofgcrn3g6
bank,bank_norm_banktxn_6ozx23lfuyd4zo9w,merchant,merch_norm_led_ubwhlj36w8au,1.0,AUTO_MATCH,0,,103470,103470,R67WRDYNLZZ5KTUA,,,order_a6a4mx7xv0n6
bank,bank_norm_banktxn_6t06n26rvu818m48,merchant,merch_norm_led_27z9zm8fe9s0,1.0,AUTO_MATCH,0,,1702348,1702348,R35GLS9E8PV4HYLW,,,order_c0nwv9fzdpy0
bank,bank_norm_banktxn_6ta467ve4crlpk7y,merchant,merch_norm_led_8kd2bl47h9qa,1.0,AUTO_MATCH,0,,140349,140349,Y9E429V1U2F80B3J,,,order_s12l3l2p7dxt
bank,bank_norm_banktxn_6tk62bnyfzk0wdfa,merchant,merch_norm_led_u61jkdk5dkrc,1.0,AUTO_MATCH,0,,906402,906402,B96BJ86UCW51EGSD,,,order_6q9rc7vtuhh9
bank,bank_norm_banktxn_70jzx81qgmo911zc,merchant,merch_norm_led_bvcrn9dt8n83,1.0,AUTO_MATCH,0,,77929,77929,VQF1666MHD7RS35I,,,order_by5ifk7j7ty5
bank,bank_norm_banktxn_70z5icno5i3fzikf,merchant,merch_norm_led_5w3uhqz8ckjq,1.0,AUTO_MATCH,0,,69861,69861,B014XOTRO721WZUO,,,order_w3zda97270be
bank,bank_norm_banktxn_7532ok483s3jr463,merchant,merch_norm_led_z3iop6qe0tot,1.0,AUTO_MATCH,0,,362407,362407,1LGF6UFL3LXF4S6S,,,order_r4fcalj461ur
bank,bank_norm_banktxn_77ma8e9z9bbz9i0y,merchant,merch_norm_led_huk9xcmj20h5,1.0,AUTO_MATCH,0,,422483,422483,QQY3H6V8Y90UQACW,,,order_0owqbg2ws600
bank,bank_norm_banktxn_7f0c9q8jxqj1gppn,merchant,merch_norm_led_hvs1kepjhfgl,1.0,AUTO_MATCH,0,,81043,81043,XPBQQSXQ4PEEZPDY,,,order_bkpsujpf5uu4
bank,bank_norm_banktxn_7i59t1qo6zkeq2xv,merchant,merch_norm_led_y2s8081edzz6,1.0,AUTO_MATCH,0,,396700,396700,L125NMPSWC9DNCO0,,,order_gktuqp4fyyrl
bank,bank_norm_banktxn_7la1yk2trwqh1u1k,merchant,merch_norm_led_ook6v6dlvwla,1.0,AUTO_MATCH,0,,800243,800243,LO6RMMQM3FFFJ54J,,,order_vomik3128nm1
bank,bank_norm_banktxn_7sdzry6omb9fl2vf,merchant,merch_norm_led_uyven87x1oxg,1.0,AUTO_MATCH,0,,921075,921075,WCCXSRZWDZPXX9MW,,,order_xrh7tfoufecf
bank,bank_norm_banktxn_7ucqqkhsnwtzfu43,merchant,merch_norm_led_kc9m3rvt7zkc,1.0,AUTO_MATCH,0,,199125,199125,QXABZWLJ9TDHGV9N,,,order_q29f73rj2sva
bank,bank_norm_banktxn_7v09geupnjnrbyh6,merchant,merch_norm_led_ssa8mr0mc7ci,1.0,AUTO_MATCH,0,,56270,56270,60MBPM06RVC5XW9Q,,,order_jw2tv3m0tljm
bank,bank_norm_banktxn_80wehypywe2r8gpu,merchant,merch_norm_led_9xs4r145j4d7,1.0,AUTO_MATCH,0,,1803146,1803146,4S09ZL6O9AMFQHYY,,,order_ooyfgr1hswj9
bank,bank_norm_banktxn_85npcglbqdpaxzqb,merchant,merch_norm_led_dcnt2ihhnn7j,1.0,AUTO_MATCH,0,,184211,184211,EFJ0OA36QRCFH37G,,,order_f4zzqtpa9ufl
bank,bank_norm_banktxn_8626n60q3vwju1i9,merchant,merch_norm_led_2stprf623jlc,1.0,AUTO_MATCH,0,,191194,191194,W9FQ7R251V9ZDYA4,,,order_ndzxxe6a0jha
bank,bank_norm_banktxn_894i6wyx2l8o9aba,merchant,merch_norm_led_s2qnfsiseyfj,1.0,AUTO_MATCH,0,,71792,71792,L8X5RWN1NJBDLVCE,,,order_9l59mjp85jzo
bank,bank_norm_banktxn_895vmpaoo91xchv5,merchant,merch_norm_led_00me8mv88zt3,1.0,AUTO_MATCH,0,,1497549,1497549,OO513X8AG87PY9QW,,,order_qhl93qj561q6
bank,bank_norm_banktxn_8h4e1077d4irjjb5,merchant,merch_norm_led_iftuw1nl88uu,1.0,AUTO_MATCH,0,,88011,88011,JLVX7F6INO8NE3D3,,,order_194tbok6fg92
bank,bank_norm_banktxn_8t6lp3edxvyxm9wn,merchant,merch_norm_led_zwpw6ygftpf3,1.0,AUTO_MATCH,0,,397854,397854,HTR48WXE0VHO67FU,,,order_ab7dcoxo30wc
bank,bank_norm_banktxn_8u123hpqr6jl1473,merchant,merch_norm_led_svt7g21gfyz4,1.0,AUTO_MATCH,0,,348209,348209,LCCPASGRPR95M4XF,,,order_xmsrrgv1d7z0
bank,bank_norm_banktxn_8vctyt2o0yljy5zr,merchant,merch_norm_led_ugof231whefr,1.0,AUTO_MATCH,0,,72921,72921,700XX57G7P015O9F,,,order_0311zxofiptf
bank,bank_norm_banktxn_9am460wjxr52oq23,merchant,merch_norm_led_bo0iq16sglcw,1.0,AUTO_MATCH,0,,116019,116019,ORB9XHNKJ4I0YLTO,,,order_rfge2e636oqf
bank,bank_norm_banktxn_9f9jrqk4dqhiagfp,merchant,merch_norm_led_f79c1fjtvzrr,1.0,AUTO_MATCH,0,,139138,139138,ZB1XBVDTHYR3XCNT,,,order_jwjrykcqpgwt
bank,bank_norm_banktxn_9hzuvcom6xyh7yqp,merchant,merch_norm_led_5d9j1pfnubgt,1.0,AUTO_MATCH,0,,295366,295366,D2NDVH2RAG8O73FF,,,order_eu4y42msgrwe
bank,bank_norm_banktxn_9uctrf3utewfroq1,merchant,merch_norm_led_vvwkl03ihn2s,1.0,AUTO_MATCH,0,,434729,434729,,,,order_f3qlfcncnuky
bank,bank_norm_banktxn_9uq9ozgsewtc29nb,merchant,merch_norm_led_d3o3nqcq2s59,1.0,AUTO_MATCH,0,,64288,64288,5I6810VG2HN4LRDD,,,order_m0n7d7xh5w1m
bank,bank_norm_banktxn_a36ldcqzygijf63p,merchant,merch_norm_led_zv93n0r5iuc6,1.0,AUTO_MATCH,0,,595498,595498,G64LAOA4Z5LU1RAR,,,order_yo6ueas42i1k
bank,bank_norm_banktxn_a8w293agbxp1i5ds,merchant,merch_norm_led_uuaeq9bwgalt,1.0,AUTO_MATCH,0,,29687,29687,N7EQL7UUUDAQ1F28,,,order_w8sae4whd9ba
bank,bank_norm_banktxn_aiohwxjtnsaznvlm,merchant,merch_norm_led_x8x73b94sty4,1.0,AUTO_MATCH,0,,216288,216288,ZLUE1YELA65YQXII,,,order_8gorgl31273y
bank,bank_norm_banktxn_aiylmyts10rafgkh,merchant,merch_norm_led_aqh2vq1zkd35,1.0,AUTO_MATCH,0,,880855,880855,XPLO0JHWGRVEDBB4,,,order_6quzy4nqipte
bank,bank_norm_banktxn_aooi1f3sm0l1rh1x,merchant,merch_norm_led_73os736son61,1.0,AUTO_MATCH,0,,63378,63378,2420QKPY5YDCC5PU,,,order_2dhngyd1ih3x
bank,bank_norm_banktxn_aqkomoh6rkpoqt6l,merchant,merch_norm_led_t75782v16x1l,1.0,AUTO_MATCH,0,,132310,132310,86YNZDMWG3JU2NT5,,,order_c414s3orxofs
bank,bank_norm_banktxn_aw6shvum02cjl893,merchant,merch_norm_led_brbpe3d8ogma,1.0,AUTO_MATCH,0,,2759963,2759963,3UIHLPKS8RUPNH5W,,,order_wh9rvjysqbqm
bank,bank_norm_banktxn_az5kkjd49gqvg00i,merchant,merch_norm_led_0jfsz6i47nxt,1.0,AUTO_MATCH,0,,37508,37508,LSQZ70FB38AG06VE,,,order_dw82tm47fjzr
bank,bank_norm_banktxn_b000ywyxuqj6jfts,merchant,merch_norm_led_aabwnkrc5hem,1.0,AUTO_MATCH,0,,1113014,1113014,50HN8PMX84QLM5JR,,,order_gke8mpu854l4
bank,bank_norm_banktxn_b1vwffx406cp8h0w,merchant,merch_norm_led_c5l9ogpuigkq,1.0,AUTO_MATCH,0,,138172,138172,PQOSDBVYCO2VX2VY,,,order_i940vxxltq04
bank,bank_norm_banktxn_b5la23vi4oohd2zo,merchant,merch_norm_led_1i9zf6pv8d8j,1.0,AUTO_MATCH,0,,36862,36862,LQN81YF6C004O5XE,,,order_pqqhu41vembs
bank,bank_norm_banktxn_bb9u664tnvr7v6ra,merchant,merch_norm_led_3iayn7ihzpze,1.0,AUTO_MATCH,0,,45992,45992,R41FXG9BUDP8TDB3,,,order_kqs3uwtvlmga
bank,bank_norm_banktxn_beqssyn5hmlhjihj,merchant,merch_norm_led_9tev9rzcaedg,1.0,AUTO_MATCH,0,,240637,240637,MVNA8WWE91EVGZ21,,,order_w5w59i9h7are
bank,bank_norm_banktxn_bfpqip8sbwrl6y7i,merchant,merch_norm_led_82jezhk2gp96,1.0,AUTO_MATCH,0,,965038,965038,VMXVKLYL0L6JL2IS,,,order_l0ah7e13swyr
bank,bank_norm_banktxn_bnic6jkfql6cdxr7,merchant,merch_norm_led_eqtio5r6r0kh,1.0,AUTO_MATCH,0,,27982,27982,GLZ2BWJMT7ZQ6W5R,,,order_kj6vqy992py8
bank,bank_norm_banktxn_bomcdw2i64u5o3fc,merchant,merch_norm_led_e3wnii5xjfqr,1.0,AUTO_MATCH,0,,25314,25314,1PFDGQ44XVXVCS9X,,,order_q4j8ra1h3wm9
bank,bank_norm_banktxn_byimoywf98x4u52z,merchant,merch_norm_led_b9y7h3dcgutm,1.0,AUTO_MATCH,0,,41897,41897,6RJS3NGZZTLCH2UD,,,order_w5h1ok3ly0nd
bank,bank_norm_banktxn_byqykoidjso3xybd,merchant,merch_norm_led_1anysbxiptdp,1.0,AUTO_MATCH,0,,181730,181730,YONS6RWR85C9N3XQ,,,order_caw9ruckj0js
bank,bank_norm_banktxn_c3w6i5hbesmshlhn,merchant,merch_norm_led_7sec04qlgwtp,1.0,AUTO_MATCH,0,,893431,893431,S1D5UPY635DAHU3U,,,order_fn64flabkgin
bank,bank_norm_banktxn_c5n5c4cmr76s0avw,merchant,merch_norm_led_iucjjtcsabe7,1.0,AUTO_MATCH,0,,527050,527050,XP6JOAZXEPDLY3ND,,,order_ez6rbborhwj6
bank,bank_norm_banktxn_cmqjvaqxjvhqhnk2,merchant,merch_norm_led_t9xf607zm3xy,1.0,AUTO_MATCH,0,,91195,91195,C099ZBEFM9YSXV6N,,,order_a9enn8ykzv1r
bank,bank_norm_banktxn_cpc9fy12gfqgsnxj,merchant,merch_norm_led_qqhxruh6pev5,1.0,AUTO_MATCH,0,,71259,71259,D7Q1DJXAFRVYZDZV,,,order_9xky9nzlhmk7
bank,bank_norm_banktxn_d2hp7ofzx7qwuym5,merchant,merch_norm_led_xmq2m2olpzya,1.0,AUTO_MATCH,0,,384011,384011,625IQ63D9VWXWZ6Y,,,order_qst4jcdr1w22
bank,bank_norm_banktxn_d5f8j2aunibm24pn,merchant,merch_norm_led_snnkujxod9z4,1.0,AUTO_MATCH,0,,555448,555448,Z0WOKK70XQ6T0VWD,,,order_i0ew1jdvg5ar
bank,bank_norm_banktxn_db1kbb9dqa6rk4jf,merchant,merch_norm_led_zz9faknfydkz,1.0,AUTO_MATCH,0,,175977,175977,ZF6P3ZBS7UB4TDCS,,,order_hu8o92k95wto
bank,bank_norm_banktxn_db34pa0ucbw5yav7,merchant,merch_norm_led_z9qkdet5t0yr,1.0,AUTO_MATCH,0,,59870,59870,J887T3GZR4YPS1QP,,,order_qdjawwup1kk1
bank,bank_norm_banktxn_dbao91lnnmo9wjvn,merchant,merch_norm_led_omsyeefid41m,1.0,AUTO_MATCH,0,,50837,50837,AD6M3UZVF0LC12FH,,,order_ojegh8z1kg13
bank,bank_norm_banktxn_dlzj73fg54esc818,merchant,merch_norm_led_825teyb8r2py,1.0,AUTO_MATCH,0,,319198,319198,U5N5YEEEENPANL17,,,order_qgmoosms2mu6
bank,bank_norm_banktxn_dnop51o9t4kd6bdg,merchant,merch_norm_led_lm3rwzbr6vvr,1.0,AUTO_MATCH,0,,120509,120509,FVPRR2X678R12C3X,,,order_5g2i8xyq2n1l
bank,bank_norm_banktxn_dphigdaq5g9a03t9,merchant,merch_norm_led_aspwfkatw3ws,1.0,AUTO_MATCH,0,,84469,84469,55QBB2PK520HGCPG,,,order_779smfnkt5ib
bank,bank_norm_banktxn_dpk4akml511n52w7,merchant,merch_norm_led_jyg88rbd30dq,1.0,AUTO_MATCH,0,,136661,136661,804S1ZI8YUG4RAVR,,,order_asermiym9b0u
bank,bank_norm_banktxn_dulxbiy4d9y7w06b,merchant,merch_norm_led_nmwhhksckaog,1.0,AUTO_MATCH,0,,1424808,1424808,PR795SVIGJ6MONSI,,,order_bvt7tlpvxlzs
bank,bank_norm_banktxn_e0ye3ezxi16rutp9,merchant,merch_norm_led_471l0v6t2mvi,1.0,AUTO_MATCH,0,,520801,520801,L7Y7X2MBXD2LC0RV,,,order_gfx9kl90fbyq
bank,bank_norm_banktxn_e1ke4itqlyouz0ll,merchant,merch_norm_led_kms9tvdyaogp,1.0,AUTO_MATCH,0,,408504,408504,PBIH0QD1Q8HHTK6E,,,order_yf3nudrhbhw2
bank,bank_norm_banktxn_e2vxfsd6xfmj6afg,merchant,merch_norm_led_kbcbnx3bimkv,1.0,AUTO_MATCH,0,,76931,76931,38YJLNYSRKN6AQX5,,,order_21kc48q1nkvj
bank,bank_norm_banktxn_ebxt3zf7t8txzksw,merchant,merch_norm_led_rzsausgfhxvf,1.0,AUTO_MATCH,0,,48110,48110,12FU4TQCOVPF906R,,,order_ua5iwl5fjec9
bank,bank_norm_banktxn_eo8k5sz1bu6kb8sf,merchant,merch_norm_led_ua8qcxr7t7oz,1.0,AUTO_MATCH,0,,390455,390455,UEHMPM4E1UAOTJKF,,,order_0neivibd2y43
bank,bank_norm_banktxn_erabknvxi40f9884,merchant,merch_norm_led_7ewwr4zpr1u0,1.0,AUTO_MATCH,0,,602598,602598,66VT1LTSD61W3BV4,,,order_1gs27f0ctr0h
bank,bank_norm_banktxn_exm6l9fhrpk94vir,merchant,merch_norm_led_gkce6rhk0r2k,1.0,AUTO_MATCH,0,,463463,463463,HX98E3RI845RWGP3,,,order_hbj47gukipr9
bank,bank_norm_banktxn_f3f5r7t3jb7080av,merchant,merch_norm_led_mxxgan8h71lr,1.0,AUTO_MATCH,0,,178672,178672,YY9H5J5WD9YKP4JR,,,order_gd23pwiwqrp5
bank,bank_norm_banktxn_f41db0h63ev8w439,merchant,merch_norm_led_tblskm79rdt3,1.0,AUTO_MATCH,0,,50511,50511,6ZT0C8A6STL38MGX,,,order_jjjzjv90sh3n
bank,bank_norm_banktxn_fd0lwszawx0aamlv,merchant,merch_norm_led_pd3wxydv2s40,1.0,AUTO_MATCH,0,,296646,296646,S3SFYNGP0N95TD84,,,order_fhti5brvzwpl
bank,bank_norm_banktxn_fsgo685kunrarg6b,merchant,merch_norm_led_r1wgx7wspa03,1.0,AUTO_MATCH,0,,62131,62131,JMMKET2Q8UBY6QTC,,,order_il5gr25ek65u
bank,bank_norm_banktxn_g1wesz572vi85rj2,merchant,merch_norm_led_3pxcp8ckehyh,1.0,AUTO_MATCH,0,,49926,49926,UZRWQ8DTO30WXHJT,,,order_7ky5arypiyqg
bank,bank_norm_banktxn_g3kpju2fcrhaikc9,merchant,merch_norm_led_1rkhe8q4iej3,1.0,AUTO_MATCH,0,,42347,42347,673NMQBJ49RQSQW1,,,order_2zo88t0bl8ng
bank,bank_norm_banktxn_g3lymrmn5ugfm2gi,merchant,merch_norm_led_j81nhknh5bxd,1.0,AUTO_MATCH,0,,170956,170956,73B3WL92NPGLX0CG,,,order_cyjd18qtwwcd
bank,bank_norm_banktxn_gcvt2aqt2l0dkqaf,merchant,merch_norm_led_sbhphkp0iym5,1.0,AUTO_MATCH,0,,71780,71780,O4O2JUO439RNGI52,,,order_nkj8tfcu387j
bank,bank_norm_banktxn_gd0tzjltwgg3ae3u,merchant,merch_norm_led_u7jol29zr044,1.0,AUTO_MATCH,0,,23629,23629,PWHS3D5NVRL6BFGG,,,order_fydqwykq1qhk
