razorpay_record_id,merchant_id,true_bank_record_ids,true_merchant_record_id,relationship_type,anomaly_type,notes
pay_vxkop7mmtbj58k,merch_lenskart,banktxn_v8cozwvqvqsva51e,led_i2heyiatvzw7,exact_match,,refund_paise=0
pay_5g414cs85l72t3,merch_apollo,banktxn_cxfy1omuyvmwkohb,led_1ke1h3uxmea6,exact_match,extreme_amount_mismatch,refund_paise=0
pay_ombbfkm1m9cvyj,merch_lenskart,banktxn_ljk8arvkbzmeboji,led_8b0p2bke6v9l,exact_match,,refund_paise=0
pay_iymqgovu2bhp9p,merch_zomato,banktxn_xn3wa4jwp8x1bcc3,led_f2t3nchntwp7,exact_match,,refund_paise=0
pay_g5i1o3adeedhqw,merch_apollo,banktxn_u4lhkhgjc9xf3pk8,led_1vigqpo2cley,exact_match,,refund_paise=0
pay_v95w46getigt36,merch_apollo,banktxn_a783a6qusbom18uv,led_7qs24gk0xelx,exact_match,,refund_paise=0
pay_lutsmjvz6b5h8y,merch_apollo,banktxn_0faw8sab9um2eve4,led_gne2dxnout22,exact_match,out_of_order_arrival,refund_paise=0
pay_on4xgoexpmmvu0,merch_urbanco,banktxn_a8w293agbxp1i5ds,led_uuaeq9bwgalt,exact_match,,refund_paise=0
pay_q96bu2yw75u8y0,merch_bluedart,banktxn_0odkqn69rggyrnhp,led_dqzzubnzzugj,exact_match,,refund_paise=0
pay_ybimkwvs5oit9a,merch_urbanco,banktxn_p664uz31px56g95o,led_jefis88xa12m,exact_match,,refund_paise=0
pay_9y68vekzmsc1om,merch_apollo,banktxn_wob1nfk4yocxvz9i,led_kqk76x428b2c,exact_match,,refund_paise=0
pay_5bcwtz12fxjlvp,merch_lenskart,banktxn_jlsy8d8yc8jx8r9a,led_k4zy7bk91kqq,exact_match,,refund_paise=0
pay_clluu28u9tyltq,merch_apollo,banktxn_fnsjdxjb7n2c5sw1,led_uw9cluxjk96x,exact_match,,refund_paise=0
pay_5lt26xj1jdkcci,merch_zomato,banktxn_s381u36o35rpbsmj,led_lcy5t85t6tjt,exact_match,,refund_paise=0
pay_m50wp8i3nz30zm,merch_lenskart,banktxn_9vr858qtrbtwrzso,led_mebr0vfwhqyn,exact_match,,refund_paise=0
pay_3ool3ggbs4vcpb,merch_nykaa,,led_5nyl5ticbz2o,no_counterpart,no_counterpart,refund_paise=0
pay_sc82c1fvo4yjvy,merch_zomato,banktxn_6ta467ve4crlpk7y,led_8kd2bl47h9qa,exact_match,,refund_paise=0
pay_d8mif51ujat1tt,merch_lenskart,banktxn_nbz4zd8lfy7udekm,led_hwrh34nmsvwx,exact_match,,refund_paise=0
pay_4ct55pbi46ah79,merch_apollo,banktxn_tj8jageuni39mita,led_ayibb9af72k8,exact_match,,refund_paise=0
pay_79pp6a4nclcp7e,merch_apollo,banktxn_k9j64xvtcivvwgyl,led_yy12r7oskost,exact_match,corrupted_utr,refund_paise=0
pay_ov7vzyuuzaw3pg,merch_apollo,banktxn_7la1yk2trwqh1u1k,led_ook6v6dlvwla,exact_match,,refund_paise=0
pay_rddicqbq91igfs,merch_lenskart,banktxn_pn8z2bgawvlt85kx,led_r9g7k28vhnri,exact_match,,refund_paise=0
pay_v9zs3c93eb2uga,merch_urbanco,banktxn_fv6l1i7pn6k915tu,led_th0l2sk8d3ik,exact_match,,refund_paise=0
pay_p51daopi97jvrj,merch_apollo,banktxn_5itr5uj98jfxri3z,led_42w6wrq6tgmg,exact_match,,refund_paise=0
pay_y2sh5a1jz7z5cy,merch_lenskart,banktxn_og576yai9bg59jqa,led_3kb13jo6k9qk,exact_match,,refund_paise=0
pay_0bqzvpy54y1s7m,merch_zomato,banktxn_p7hwvazcb4848gex,led_hc1ygzt0r3kr,refund_of,partial_refund,refund_paise=217390
pay_e3hqysk0pcl51e,merch_nykaa,banktxn_7532ok483s3jr463,led_z3iop6qe0tot,exact_match,,refund_paise=0
pay_iscn21ccibegbl,merch_nykaa,banktxn_yonkrf2cyi9kf3h8,led_wvd5u4awownv,exact_match,,refund_paise=0
pay_2decsfpdjroang,merch_nykaa,banktxn_4m5iwwy5he674n2y,led_clclgjhc8yg0,exact_match,,refund_paise=0
pay_4od8djruajcwth,merch_urbanco,banktxn_p2fahyi4dvqz7n46,led_wkqsagdw2t14,exact_match,,refund_paise=0
pay_orffu2n19gt9gf,merch_apollo,banktxn_av064qxqirabnb8c,led_vbw7sdbc3bcg,exact_match,,refund_paise=0
pay_v603h026dx0oxh,merch_nykaa,banktxn_wqc0k1n2ksevp5mr,led_u6oic9xw28v5,refund_of,partial_refund,refund_paise=64854
pay_3l9de3bvpja1zp,merch_bluedart,banktxn_0n69ora36mub37wl,led_r9pf27fpvjbo,exact_match,,refund_paise=0
pay_sn07757vwe1uh6,merch_lenskart,banktxn_sk728da5zg257wjn,led_yar0fj2xiys8,exact_match,,refund_paise=0
pay_62f2c9jd8zdmh8,merch_nykaa,banktxn_4h7y7zq4l5nlh9eh,led_06oeo67bxjv6,exact_match,missing_utr,refund_paise=0
pay_7lfy7ijuigd0pd,merch_apollo,banktxn_7v09geupnjnrbyh6,led_ssa8mr0mc7ci,exact_match,,refund_paise=0
pay_b203kdiuh6rbgv,merch_lenskart,banktxn_ljucy928cqzgzmns,led_7r4uqxw1ah8i,exact_match,,refund_paise=0
pay_wozophdb0ad0wt,merch_bluedart,banktxn_k5zg8qik30mehbg1,led_y6ogzdsekhdp,exact_match,,refund_paise=0
pay_rch664nl1fiay6,merch_zomato,banktxn_6lqw6w91ou2ia9t5,led_5ed9awxxls8l,exact_match,,refund_paise=0
pay_u7ht2y9u9dk2o3,merch_apollo,banktxn_jacmquuyarmo0zc4,led_9kk09t9vk7qg,exact_match,,refund_paise=0
pay_62dcqyaodmdc0n,merch_lenskart,banktxn_ri65651q6vy6sw2i|banktxn_ri65651q6vy6sw2i_split2,led_qdetzo7cu7mt,split,split_settlement,refund_paise=0
pay_dp6v1q4v4dqoks,merch_bluedart,banktxn_k8e58hhuc5mzitvr,led_wpcgbchp6jad,exact_match,,refund_paise=0
pay_rcmn4sa2wgqixm,merch_lenskart,banktxn_dxd6zh4qrkkcc3vv,led_2hq77sakof1i,exact_match,out_of_order_arrival,refund_paise=0
pay_2yx2l14u6qjhkm,merch_lenskart,banktxn_3g273j4gloha8t78,led_k9qs7xxfuvhk,exact_match,,refund_paise=0
pay_hf4y6heppp6ehv,merch_nykaa,banktxn_4a0mu0vfu721iexw,led_a966jlsvmygv,exact_match,currency_mismatch,refund_paise=0
pay_ul37w3dx9zv8e9,merch_bluedart,banktxn_gs7r91b9fawycuui,led_i6vnhpo6tqr9,exact_match,,refund_paise=0
pay_2m4q5zu8h262vw,merch_apollo,banktxn_clr3fe50eqy20f34,led_38sbi2kmfi8p,refund_of,full_refund,refund_paise=260254
pay_rikokb92drxhk6,merch_lenskart,banktxn_1ndirsx8ti77srvg,led_58h7m5e4kawl,exact_match,,refund_paise=0
pay_gkqpsrpg3hvel2,merch_nykaa,banktxn_eianlqdzf021x6wp,led_v2aij1ef2h7o,exact_match,,refund_paise=0
pay_q10y96pcjkrw1j,merch_nykaa,banktxn_1pesnu6jl956zadv,led_f59puxe3vgqj,exact_match,,refund_paise=0
pay_vyvkfktuwz56r4,merch_urbanco,banktxn_na9ixdnxgutdl8ax,led_u0kqb9u40jcc,exact_match,,refund_paise=0
pay_7swnulyn7bryo5,merch_nykaa,banktxn_q1skj27m2ypfb5y6,led_89vrhmtfxt24,exact_match,,refund_paise=0
pay_ozwcatnfbuck8i,merch_bluedart,banktxn_y1su3ip2npwsr769,led_g7anql9fudg6,exact_match,,refund_paise=0
pay_x7ad7vmkqcd5wn,merch_nykaa,banktxn_08x98u23dinqaqbb,led_x9bn7a1vdjpn,exact_match,,refund_paise=0
pay_5ls6xg13z3n6a0,merch_zomato,banktxn_7ji6mbxa6vc9ltzo,led_s7z4lfn9fvcp,exact_match,corrupted_utr,refund_paise=0
pay_9pn0rb9bd61pu9,merch_bluedart,banktxn_vdqv0jaljr78xiln,led_8nu41snqfdke,refund_of,partial_refund,refund_paise=254456
pay_f460130h0jsoa6,merch_urbanco,banktxn_hh1u49d4po12vrtq,led_b024hiuch1hc,exact_match,,refund_paise=0
pay_ljykjuwvoz8ul5,merch_apollo,banktxn_nyzkdtxb7ifdlbvn,led_fpuhtyl9g4g7,exact_match,corrupted_utr,refund_paise=0
pay_wv82d4nj7qoojn,merch_lenskart,banktxn_f96in3mtor4imwzu,led_2u4mlcjwa069,exact_match,,refund_paise=0
pay_ltmkin3x7svrw2,merch_lenskart,banktxn_gd04a2gu4etav75t,led_lnugzzlkx9xh,exact_match,,refund_paise=0
pay_jvp3jg69zeeft9,merch_bluedart,banktxn_vvpdprfifalako56,led_5509yrv5930u,exact_match,,refund_paise=0
pay_gobvtpks8krkb0,merch_nykaa,banktxn_9lwhxpxcr2tziyt2,led_il1q4uqtekes,exact_match,,refund_paise=0
pay_esfp0r34hyyq1w,merch_urbanco,banktxn_qardan6ijyz44970,led_f4hb7sl7wytw,exact_match,,refund_paise=0
pay_yg154a9laxycum,merch_nykaa,banktxn_lq0kt586xz78uvzz,led_l72kfjyri263,exact_match,,refund_paise=0
pay_cxim8pqihf7qgv,merch_apollo,banktxn_s997nkqoxhsc9dom,led_cfvvhr3g0rta,refund_of,partial_refund,refund_paise=620088
pay_r0ux4tmjeschuo,merch_apollo,banktxn_igfzxbvx091kzql0,led_ucb6jrghcpm6,exact_match,,refund_paise=0
pay_5gglz8b2rvd8e5,merch_zomato,banktxn_n319mko7wiiga5y9,led_yuivx49biw2k,exact_match,,refund_paise=0
pay_7fjz0xscljfuzx,merch_bluedart,banktxn_t5xi9ynof9l6i1wj,led_cbc6bei9rpz3,exact_match,,refund_paise=0
pay_l134ox3h5i4k3t,merch_bluedart,banktxn_z5vuo3a4g1pxyg4c,led_ccte58kmacmp,exact_match,,refund_paise=0
pay_rfwk8tvymo7cds,merch_nykaa,banktxn_9tvwab40a5vyb6cg,led_xqaylvsereyf,exact_match,,refund_paise=0
pay_s1vyrp7tu3pvfp,merch_apollo,banktxn_b48kpt2zyhfryiy1,led_a82l2eyrgwi8,exact_match,,refund_paise=0
pay_f1lggv7bss0bbs,merch_urbanco,banktxn_2gzvtxwwsmdnwmbf,led_yp32c1hjfo5k,exact_match,,refund_paise=0
pay_zzelom6tpbi2qi,merch_nykaa,banktxn_80wehypywe2r8gpu,led_9xs4r145j4d7,exact_match,,refund_paise=0
pay_q0lbf2gkzw6pl1,merch_lenskart,,led_kbpogyryfpzs,no_counterpart,no_counterpart,refund_paise=0
pay_bqli36plme30ra,merch_bluedart,banktxn_o30y06uxpuvz8c5b,led_ms0hs8qgar49,exact_match,extreme_amount_mismatch,refund_paise=0
pay_xff697zv1padbx,merch_urbanco,banktxn_70z5icno5i3fzikf,led_5w3uhqz8ckjq,exact_match,,refund_paise=0
pay_8158rmtxzbo0j5,merch_bluedart,banktxn_p8rhba9ulw4s3gnh,led_86zminv2krw8,refund_of,full_refund,refund_paise=29696
pay_4pelqh3tad8hub,merch_bluedart,banktxn_z357n0bt65kbr52n,led_es38c22t4rk0,exact_match,,refund_paise=0
pay_180s75maez0bcr,merch_lenskart,banktxn_6ozx23lfuyd4zo9w,led_ubwhlj36w8au,exact_match,,refund_paise=0
pay_e893g5hhvhd8x7,merch_apollo,banktxn_ql3qgpc03mesttmp,led_6ye841a5q4uj,exact_match,,refund_paise=0
pay_a9secxb0inueme,merch_urbanco,banktxn_79p6mzezzb5vrgyg,led_pucksg89dd99,exact_match,,refund_paise=0
pay_z9bbmp3obldn3o,merch_zomato,banktxn_p3wipeuno4khu2nk,led_g4b4n5rh44ll,exact_match,,refund_paise=0
pay_cllu0zr5d4gnzj,merch_apollo,banktxn_qd61jesqwpy12zk9,led_ho395vsi4tgc,exact_match,missing_utr,refund_paise=0
pay_zhrplbslacc8x9,merch_urbanco,banktxn_umkf3bhnd35bezgv,led_af1dh828yit4,exact_match,,refund_paise=0
pay_1q5pmy5981na9i,merch_zomato,banktxn_l6cd6ey22hyea45b,led_96b4niw7ny9r,exact_match,,refund_paise=0
pay_na0yx6hf48tsq7,merch_urbanco,banktxn_walkehr0sj81shu9,led_qrj4spv1z0zt,exact_match,,refund_paise=0
pay_wcwj7qtfitxldp,merch_lenskart,banktxn_31ybhygmx6e0zyzc,led_2lujyzfug6zm,exact_match,,refund_paise=0
pay_ndm9jsxi7t7mjt,merch_lenskart,banktxn_ybz4mbuyuc0izrbk,led_4kb7sjqkdkeu,exact_match,,refund_paise=0
pay_xjgl6hdrvaxpx6,merch_zomato,banktxn_zrrden5kwy1t0kc8|banktxn_zrrden5kwy1t0kc8_split2,led_p177f50fy8uj,split,split_settlement,refund_paise=0
pay_99hyt1zu9ogqdb,merch_zomato,banktxn_09ypsa3922lfpq84,led_ncqy10ltuk13,exact_match,,refund_paise=0
pay_z18hmmym7o2866,merch_apollo,banktxn_g1wesz572vi85rj2,led_3pxcp8ckehyh,exact_match,,refund_paise=0
pay_znglw9j91cg04n,merch_apollo,banktxn_98ewsi09p92xmw4v,led_gk8temcqjaem,exact_match,,refund_paise=0
pay_6vcyz5x9tf0rej,merch_zomato,banktxn_5bf17p3jxr0fv96w,led_o33ca3c6sz35,exact_match,,refund_paise=0
pay_zq26o9m3wg6itx,merch_urbanco,banktxn_q6r1zw7u98coguv7,led_ycvle2sqz60b,exact_match,,refund_paise=0
pay_20agic8dpba7p2,merch_urbanco,banktxn_u0dcn2xgaid7ye8i,led_yiw4e10j6r40,exact_match,,refund_paise=0
pay_kn5pazabbm06yb,merch_bluedart,banktxn_qp0gl3nrcb4ui21e,led_435efncyb8aj,exact_match,,refund_paise=0
pay_s08ifok8j2mmer,merch_apollo,banktxn_r2optxqi48njvb83,led_gbxobaq80oqp,exact_match,,refund_paise=0
pay_9zfdkzupzwtvsb,merch_nykaa,banktxn_3tp94je2i4dj71dx,led_vk9yu82yrkoj,exact_match,,refund_paise=0
pay_le1vrr6gzp8y2n,merch_lenskart,banktxn_e4cukp603vvvca4v,led_m3eq5b29l4cx,exact_match,duplicate_utr_reuse,refund_paise=0
pay_yq8ek40uqk44u2,merch_zomato,banktxn_hpnf7p3vu03i0f0j,led_kj7yh1fy9b5y,exact_match,,refund_paise=0
pay_5lhl8o3skr4cze,merch_apollo,banktxn_0dzn3fo2lkawj8i5,led_2uj38vh1runw,exact_match,,refund_paise=0
pay_cwmpgq4ishkvd6,merch_nykaa,banktxn_azy46lizleg104bs,led_ra8cxjvjbalp,refund_of,duplicate_utr_reuse,refund_paise=18589
pay_8dsxyu3lyi4ox3,merch_nykaa,banktxn_y39q5op806qkmksw,led_qhlvxpkkmvm6,exact_match,,refund_paise=0
pay_hatquixd6sc0op,merch_zomato,banktxn_7sw19aeu32rkhys3,led_zhtskg4sqvkk,exact_match,,refund_paise=0
pay_oapzdwgzwsqdx1,merch_bluedart,banktxn_o273t8eu9z9ozeeh,led_wrjt2fk2qvkt,exact_match,,refund_paise=0
pay_6ejhuo3gzdvsi1,merch_zomato,banktxn_8kpfhb2888ehy24d,led_srzeqvm16us4,exact_match,out_of_order_arrival,refund_paise=0
pay_ll1k8ai66i91pq,merch_lenskart,banktxn_no816247dgyjde6c,led_ebnbxo7dafgl,exact_match,missing_merchant_record,refund_paise=0
pay_atqczekhdiqzlw,merch_urbanco,banktxn_vdu8o3ua06hyruz1,led_z8ohd787ipcj,exact_match,,refund_paise=0
pay_513ja29xzqq7py,merch_urbanco,banktxn_o35ku65v7d86j18j,led_t0axz5i578yt,exact_match,,refund_paise=0
pay_pn1go0u125ih7e,merch_zomato,banktxn_77ma8e9z9bbz9i0y,led_huk9xcmj20h5,exact_match,,refund_paise=0
pay_7fm1kcks9ax80r,merch_lenskart,banktxn_uzqti8z2b5wze1oe,led_mvz1etz796es,exact_match,fee_mismatch,refund_paise=0
pay_vnj1yhb0qr3jm9,merch_zomato,banktxn_4jz38me1whcupapi,led_hjtvbk0yibf9,exact_match,,refund_paise=0
pay_m0b92q636ffdne,merch_urbanco,banktxn_imd8e5otty4ilois,led_ifs07imc65sv,exact_match,,refund_paise=0
pay_vql4ldx8266h1o,merch_nykaa,banktxn_swiraahin71jq8k0,led_q8qkoyl793q8,exact_match,,refund_paise=0
pay_dgh8487jrn0b9c,merch_nykaa,banktxn_s93hk4pvps0pcqe8,led_xrc0748913xi,exact_match,,refund_paise=0
pay_6pxkois7vszg25,merch_bluedart,banktxn_aq4u2k1lydncgmy4,led_mrks9ynfnffw,refund_of,partial_refund,refund_paise=161959
pay_3musu6r7u6onrm,merch_apollo,banktxn_gf0t1niufq37lv75,led_l2624p9q01w2,exact_match,,refund_paise=0
pay_zdekiwwdmv5b6i,merch_nykaa,banktxn_av8i02291yp35jo1,led_k51zlhd9v7pc,exact_match,,refund_paise=0
pay_doc053323xf4zs,merch_apollo,banktxn_y1w588rx4mjtgt0m,led_e452mzdf0rvc,exact_match,malformed_description,refund_paise=0
pay_i7s6oluzc48mpm,merch_urbanco,banktxn_c1769l04wp2vha1p,led_m9baecqd7z1o,refund_of,full_refund,refund_paise=63738
pay_xguis3ka86v77h,merch_nykaa,banktxn_q6qjqdvzw45dx3px,led_a37d0v4rvmca,exact_match,,refund_paise=0
pay_b6tucl5qpw44dd,merch_bluedart,banktxn_j06y6jihaizh91ah,led_fn0jsqm57wr4,exact_match,,refund_paise=0
pay_4ct2kj8jk53wbo,merch_nykaa,banktxn_4yc1ej8h9i0orbwc,led_hqccjxyefgdu,exact_match,,refund_paise=0
pay_nibifzbo8zll1s,merch_apollo,banktxn_xc02lh8zwtdhipox,led_rrsygt1q6t1r,exact_match,,refund_paise=0
pay_z3ockwme15159s,merch_nykaa,banktxn_idgpwofe6y49cens,led_q5u3se7sjhmt,exact_match,timing_difference,refund_paise=0
pay_2wzvvgvnhifiwl,merch_nykaa,banktxn_j54kudd3322h2qnp,led_mw9figlfxlrn,exact_match,,refund_paise=0
pay_kktqrfjkj7zb69,merch_nykaa,banktxn_895vmpaoo91xchv5,led_00me8mv88zt3,exact_match,,refund_paise=0
pay_hs50dw1dl7gxkf,merch_bluedart,banktxn_zgwxpxqlo9anybax,led_ay07xd9fnd2r,exact_match,,refund_paise=0
pay_2v3t88yydh5dem,merch_zomato,banktxn_enrnz9o1wblbqfug,led_49wxor6588ca,exact_match,,refund_paise=0
pay_9ljpksghondbnk,merch_urbanco,banktxn_yhv5go8a14gxfcfk,led_h367bsaydo0c,exact_match,,refund_paise=0
pay_ho1p1oge0pm8cl,merch_zomato,banktxn_0ganmj9x0kfsqj8n,led_l1uzrzxsyp1b,exact_match,,refund_paise=0
pay_ueuq8iapo88ng9,merch_nykaa,banktxn_xh8edlxhsjaayfkq,led_quu5mf1aaraj,refund_of,partial_refund,refund_paise=87231
pay_0tr4k2i93kzowm,merch_lenskart,banktxn_d2hp7ofzx7qwuym5,led_xmq2m2olpzya,exact_match,currency_mismatch,refund_paise=0
pay_vcm6xoa9l9skp3,merch_bluedart,banktxn_qpr2y7bd8vxzihv2,led_zocq5k8upkzi,exact_match,,refund_paise=0
pay_4ftft4jn2e47y2,merch_urbanco,banktxn_i42eg5h5c4x67z6j,led_0l5eak7s0jjs,exact_match,,refund_paise=0
pay_zoxhwgx4t0fp61,merch_nykaa,banktxn_hii5mlrsheeexjql,led_nae6u1denf03,exact_match,fee_mismatch,refund_paise=0
pay_auxu3am691hoft,merch_urbanco,banktxn_49gsh544udpt0dxr,led_9mptr66anzia,exact_match,,refund_paise=0
pay_gz8wtea72uxxc5,merch_zomato,banktxn_dpk4akml511n52w7,led_jyg88rbd30dq,exact_match,,refund_paise=0
pay_1noiiqzmf0gnnk,merch_lenskart,banktxn_po9r1bb93snl1p6t,led_2rt14l6b23dd,exact_match,,refund_paise=0
pay_9s66753xn4ygqr,merch_apollo,banktxn_lliyaxuz694iugyh,led_sjo0ibft6uzg,exact_match,,refund_paise=0
pay_aijtmqc4684dy0,merch_urbanco,banktxn_xbl84axyor2khoxj,led_bywayis2l92f,exact_match,,refund_paise=0
pay_rbtryq5bvfi877,merch_lenskart,banktxn_62w94dckpzd6s9er,led_pv3j4u50dz57,exact_match,,refund_paise=0
pay_viiyxzcaftl0vb,merch_nykaa,banktxn_cpc9fy12gfqgsnxj,led_qqhxruh6pev5,exact_match,,refund_paise=0
pay_hg5nsby7jdo44q,merch_apollo,banktxn_gevs5h1cihkhlmqr,led_10e055q89v9e,exact_match,,refund_paise=0
pay_x3xwqrea2v2wfh,merch_apollo,banktxn_aw6shvum02cjl893,led_brbpe3d8ogma,exact_match,,refund_paise=0
pay_es6xn7uqoy1oin,merch_urbanco,banktxn_d2ettxdd5n1fa6wn,led_qmn518l0prrx,exact_match,missing_utr,refund_paise=0
pay_jx8hpzqu27pnoa,merch_nykaa,banktxn_4sb6n3l90nelc5c7,led_whnq1lei9f98,exact_match,,refund_paise=0
pay_art1512djeijvn,merch_apollo,banktxn_dd7aabekgz2s0isd,led_7jxdpztjtuvg,exact_match,,refund_paise=0
pay_c6dqcplvbvptrx,merch_urbanco,banktxn_0vp7n12645e6ljx0,led_jibcqgva4g05,exact_match,,refund_paise=0
pay_1uetd3h5m0odbg,merch_lenskart,banktxn_ug7l93i4351bvr2u,led_y7k7pjxgtuuc,exact_match,,refund_paise=0
pay_qjh1gtzcavrqfs,merch_lenskart,banktxn_h09o0zohooqx47yb,led_89f8hozv8b3e,exact_match,,refund_paise=0
pay_vjxkvwf3glkoks,merch_zomato,banktxn_rmcggb23i95wrsgt,led_6n83fk55xm1l,refund_of,full_refund,refund_paise=1186963
pay_2if58sif5bqrqm,merch_urbanco,banktxn_9tk700mrzv2r0kt4,led_4b5x5otcbfnc,exact_match,,refund_paise=0
pay_z87vvgwsivsfnl,merch_lenskart,banktxn_nf2d4fzuzd2kpx8w,led_unefllbra38h,exact_match,,refund_paise=0
pay_cin7sea88e5stw,merch_bluedart,banktxn_4lvm29ta3hw2cons,led_mqbgcc6qyot0,exact_match,,refund_paise=0
pay_lgu33q3fx43sm6,merch_apollo,banktxn_cdcrpn08xl4lrkz7,led_s6nuza3lbjba,refund_of,partial_refund,refund_paise=84309
pay_zawcocatzrx1u2,merch_nykaa,banktxn_0zzjipcmtowqq84f,led_y0km4gzhmhaa,exact_match,,refund_paise=0
pay_8emrt85vo4xzzv,merch_urbanco,banktxn_n7gklwqw5teh7yz1,led_vpj2f6mvkwlc,exact_match,,refund_paise=0
pay_jcfbs5kg1qexkq,merch_bluedart,banktxn_xya8622t80h1jv47,led_bip6snvy0h61,exact_match,,refund_paise=0
pay_9r8ijv3gzqu571,merch_lenskart,banktxn_ew6tsw9gpait1ix7,led_6c35wrif8f5g,exact_match,,refund_paise=0
pay_8n3y6hj2bc8cmz,merch_urbanco,banktxn_uvvugihogf2jri33,led_r0oyw8ojyr8t,exact_match,,refund_paise=0
pay_89h1addp8uo6tq,merch_lenskart,banktxn_max8sqvuhbddkgde,led_tc8sxdqb5m72,exact_match,,refund_paise=0
pay_1cac0zxy3r0i4t,merch_apollo,banktxn_bfpqip8sbwrl6y7i,led_82jezhk2gp96,exact_match,,refund_paise=0
pay_rb5muvj0kgnwrr,merch_apollo,banktxn_dexa7k10t7d80ihw,led_gmqtu4nh7too,exact_match,,refund_paise=0
pay_jnspvspnuropgu,merch_urbanco,banktxn_tnjh9a0r4zn2qayt,led_exrh23ou8jqr,exact_match,,refund_paise=0
pay_m3vhn0dfbw3t18,merch_bluedart,banktxn_s8smuelkjz6it6bo,led_qr6lfd8hbt38,exact_match,,refund_paise=0
pay_ylwbisucd482es,merch_apollo,banktxn_dphigdaq5g9a03t9,led_aspwfkatw3ws,exact_match,,refund_paise=0
pay_b8k5glmunct8ev,merch_bluedart,banktxn_c9an25jp8zg1trlc,led_3ytydivpt13s,exact_match,missing_utr,refund_paise=0
pay_daov165psw77rt,merch_apollo,,led_kaziqvs3evwg,no_counterpart,no_counterpart,refund_paise=0
pay_i2lwekk05vasat,merch_nykaa,banktxn_bj2pk44uhu45t3ph,led_ymsrwzpc5ag3,exact_match,timing_difference,refund_paise=0
pay_uevafyr4mnaxkh,merch_apollo,banktxn_y6k0he3flr18xmzq,led_or0qdmjtp1vk,exact_match,,refund_paise=0
pay_i6x18hmi3wmekp,merch_apollo,banktxn_qt35vkaaubhrkadp,led_vg393exlh2s0,exact_match,timing_difference,refund_paise=0
pay_kukeyl4cuoflai,merch_bluedart,banktxn_bomcdw2i64u5o3fc,led_e3wnii5xjfqr,exact_match,,refund_paise=0
pay_q74edlqcb8gn4w,merch_lenskart,banktxn_3gdobbm5rg8f078u,led_ip07vod65wrf,exact_match,,refund_paise=0
pay_bc0qcmqudmvtnp,merch_lenskart,banktxn_57zw90fy0rlwq84z,led_lc466aw5tv1d,refund_of,malformed_description,refund_paise=524193
pay_wa8o6kh18jzgic,merch_apollo,banktxn_7i59t1qo6zkeq2xv,led_y2s8081edzz6,exact_match,,refund_paise=0
pay_esa1cseigweonq,merch_apollo,banktxn_zyvf3mxwry73ald6,led_8brq8khvw32k,exact_match,,refund_paise=0
pay_1x6wcqfads0boo,merch_lenskart,banktxn_8zz82e39xsksh2mw,led_bf0dq0osvxu7,exact_match,,refund_paise=0
pay_akyxf5g03empe1,merch_lenskart,banktxn_byqykoidjso3xybd,led_1anysbxiptdp,exact_match,,refund_paise=0
pay_yikue94rm3bh9d,merch_lenskart,banktxn_ec7v5gtkmg4azaib|banktxn_ec7v5gtkmg4azaib_split2,led_a0bwz4mb3wm8,split,split_settlement,refund_paise=0
pay_2k3ue8h4eif3fa,merch_nykaa,banktxn_1xqg6izqf82wk1l3,led_hwv6l1k7z8dt,exact_match,duplicate_utr_reuse,refund_paise=0
