entity_id,merchant_id,entity_type,settlement_id,settlement_utr,order_id,amount_paise,currency,fee_paise,tax_paise,net_amount_paise,payment_method,captured_at,settled_at,description,notes,status
pay_v95w46getigt36,merch_apollo,payment,setl_qsui2eiit4,LMSH5NLB7PPTHOUQ,order_b2inkr76208a,171642,INR,3433,618,167591,card,2026-01-04T22:55:00Z,2026-01-05T22:55:00Z,Order order_b2inkr76208a,{'customer_id': 'cust_0268'},captured
pay_lutsmjvz6b5h8y,merch_apollo,payment,setl_qsui2eiit4,YYU9NPEI8TWW5PNW,order_cg441w1pd2zg,1395119,INR,0,0,1395119,upi,2026-06-14T14:53:00Z,2026-06-15T14:53:00Z,Order order_cg441w1pd2zg,{'customer_id': 'cust_0333'},captured
pay_on4xgoexpmmvu0,merch_urbanco,payment,setl_8fzygrpne8,N7EQL7UUUDAQ1F28,order_w8sae4whd9ba,29687,INR,0,0,29687,upi,2026-05-29T18:34:00Z,2026-05-31T18:34:00Z,Order order_w8sae4whd9ba,{'customer_id': 'cust_0306'},captured
pay_q96bu2yw75u8y0,merch_bluedart,payment,setl_5b44fp7f25,R8GUE5IYQGC00X7X,order_rxqn2xreuom6,135435,INR,0,0,135435,upi,2026-01-05T06:54:00Z,2026-01-07T06:54:00Z,Order order_rxqn2xreuom6,{'customer_id': 'cust_0296'},captured
pay_ybimkwvs5oit9a,merch_urbanco,payment,setl_8fzygrpne8,PHSNXSQAB18FG5DA,order_lqp45alekkih,136657,INR,0,0,136657,upi,2026-06-23T20:40:00Z,2026-06-24T20:40:00Z,Order order_lqp45alekkih,{'customer_id': 'cust_0441'},captured
pay_9y68vekzmsc1om,merch_apollo,payment,setl_qsui2eiit4,MKTHZA4X9SIGYNT0,order_8g2vsziyvcby,180708,INR,0,0,180708,upi,2026-03-28T21:20:00Z,2026-03-29T21:20:00Z,Order order_8g2vsziyvcby,{'customer_id': 'cust_0055'},captured
pay_5bcwtz12fxjlvp,merch_lenskart,payment,setl_71hfe86y5r,1ZHE9LP85OXEQF9R,order_a1mmmjfwh3go,1349079,INR,0,0,1349079,upi,2026-01-26T10:46:00Z,2026-01-28T10:46:00Z,Order order_a1mmmjfwh3go,{'customer_id': 'cust_0156'},captured
pay_clluu28u9tyltq,merch_apollo,payment,setl_qsui2eiit4,H1LOYAOB7JK2HQ5V,order_3xjkzy1dlm49,102426,INR,0,0,102426,upi,2026-05-26T21:01:00Z,2026-06-02T21:01:00Z,Order order_3xjkzy1dlm49,{'customer_id': 'cust_0347'},captured
pay_5lt26xj1jdkcci,merch_zomato,payment,setl_pfjnuzxmrz,W6DYMZKH9IFA4JLY,order_hyks7h9ah70z,38073,INR,0,0,38073,upi,2026-05-14T03:57:00Z,2026-05-15T03:57:00Z,Order order_hyks7h9ah70z,{'customer_id': 'cust_0241'},captured
pay_m50wp8i3nz30zm,merch_lenskart,payment,setl_71hfe86y5r,DBU8CZONQ9I88041,order_7i1frpkopory,24354,INR,438,79,23837,wallet,2026-06-23T10:23:00Z,2026-06-26T10:23:00Z,Order order_7i1frpkopory,{'customer_id': 'cust_0018'},captured
pay_3ool3ggbs4vcpb,merch_nykaa,payment,setl_4ifhlky589,4GS1V902OH9LP0WV,order_v69yrd6sg624,810885,INR,16218,2919,791748,card,2026-03-07T05:31:00Z,2026-03-09T05:31:00Z,Order order_v69yrd6sg624,{'customer_id': 'cust_0339'},captured
pay_sc82c1fvo4yjvy,merch_zomato,payment,setl_pfjnuzxmrz,Y9E429V1U2F80B3J,order_s12l3l2p7dxt,140349,INR,0,0,140349,upi,2026-06-26T12:15:00Z,2026-06-28T12:15:00Z,Order order_s12l3l2p7dxt,{'customer_id': 'cust_0357'},captured
pay_d8mif51ujat1tt,merch_lenskart,payment,setl_71hfe86y5r,RHYD5L3WN37ONT2N,order_8pbnt04olx2i,158936,INR,2861,515,155560,netbanking,2026-05-23T00:25:00Z,2026-05-25T00:25:00Z,Order order_8pbnt04olx2i,{'customer_id': 'cust_0425'},captured
pay_4ct55pbi46ah79,merch_apollo,payment,setl_qsui2eiit4,S1IC41EXLQLKVXZS,order_v9dx1iqy8umq,263365,INR,5267,948,257150,card,2026-03-16T15:25:00Z,2026-03-18T15:25:00Z,Order order_v9dx1iqy8umq,{'customer_id': 'cust_0226'},captured
pay_79pp6a4nclcp7e,merch_apollo,payment,setl_qsui2eiit4,T67GVVE81634V1BO,order_rvhhpmupvwh9,539590,INR,9713,1748,528129,wallet,2026-04-12T14:57:00Z,2026-04-14T14:57:00Z,Order order_rvhhpmupvwh9,{'customer_id': 'cust_0019'},captured
pay_ov7vzyuuzaw3pg,merch_apollo,payment,setl_qsui2eiit4,LO6RMMQM3FFFJ54J,order_vomik3128nm1,800243,INR,0,0,800243,upi,2026-06-30T05:36:00Z,2026-07-02T05:36:00Z,Order order_vomik3128nm1,{'customer_id': 'cust_0315'},captured
pay_rddicqbq91igfs,merch_lenskart,payment,setl_71hfe86y5r,G46Z33LFUM20GWOJ,order_fnt50u8kpdor,88733,INR,1775,320,86638,card,2026-03-10T09:49:00Z,2026-03-12T09:49:00Z,Order order_fnt50u8kpdor,{'customer_id': 'cust_0463'},captured
pay_v9zs3c93eb2uga,merch_urbanco,payment,setl_8fzygrpne8,97M5DIBAWHD0XBQ4,order_tr7v2smzvtv7,375697,INR,7514,1353,366830,card,2026-03-22T14:52:00Z,2026-03-25T14:52:00Z,Order order_tr7v2smzvtv7,{'customer_id': 'cust_0409'},captured
pay_p51daopi97jvrj,merch_apollo,payment,setl_cah81ghzb2,5RNBRR52WLTE9VXX,order_8m6nwcvsouhr,230789,INR,4154,748,225887,netbanking,2026-01-24T13:36:00Z,2026-01-25T13:36:00Z,Order order_8m6nwcvsouhr,{'customer_id': 'cust_0300'},captured
pay_y2sh5a1jz7z5cy,merch_lenskart,payment,setl_71hfe86y5r,FS5YKP2V1LRBQ1XK,order_3xcuw17yb1hd,1138055,INR,0,0,1138055,upi,2026-04-15T13:13:00Z,2026-04-16T13:13:00Z,Order order_3xcuw17yb1hd,{'customer_id': 'cust_0133'},captured
pay_0bqzvpy54y1s7m,merch_zomato,payment,setl_pfjnuzxmrz,1HMC5JEEVN2HVD0C,order_omob07tncs0e,222645,INR,4453,802,217390,card,2026-06-27T04:33:00Z,2026-06-29T04:33:00Z,Order order_omob07tncs0e,{'customer_id': 'cust_0433'},captured
pay_e3hqysk0pcl51e,merch_nykaa,payment,setl_4ifhlky589,1LGF6UFL3LXF4S6S,order_r4fcalj461ur,362407,INR,0,0,362407,upi,2026-04-03T17:39:00Z,2026-04-05T17:39:00Z,Order order_r4fcalj461ur,{'customer_id': 'cust_0408'},captured
pay_iscn21ccibegbl,merch_nykaa,payment,setl_4ifhlky589,LDJTFNNAXR4798CC,order_zfbc1bg618o7,880183,INR,0,0,880183,upi,2026-01-19T12:12:00Z,2026-01-20T12:12:00Z,Order order_zfbc1bg618o7,{'customer_id': 'cust_0266'},captured
pay_2decsfpdjroang,merch_nykaa,payment,setl_4ifhlky589,LRSTRQNVKHO1BSEG,order_z585isxme2tw,454523,INR,0,0,454523,upi,2026-05-04T16:53:00Z,2026-05-06T16:53:00Z,Order order_z585isxme2tw,{'customer_id': 'cust_0395'},captured
pay_4od8djruajcwth,merch_urbanco,payment,setl_t69rq553r8,25ITMJPBQFBRTOB6,order_c09s4pfxlvtt,145434,INR,2618,471,142345,wallet,2026-01-29T04:24:00Z,2026-01-31T04:24:00Z,Order order_c09s4pfxlvtt,{'customer_id': 'cust_0328'},captured
pay_orffu2n19gt9gf,merch_apollo,payment,setl_cah81ghzb2,GJWYOJQ56M9HDPJ0,order_a075op5xcrar,400396,INR,10010,1802,388584,emi,2026-05-06T21:40:00Z,2026-05-08T21:40:00Z,Order order_a075op5xcrar,{'customer_id': 'cust_0462'},captured
pay_v603h026dx0oxh,merch_nykaa,payment,setl_4ifhlky589,3ML60TP817XHFNSU,order_vulrlnlkfnpo,245339,INR,0,0,245339,upi,2026-01-22T12:53:00Z,2026-01-23T12:53:00Z,Order order_vulrlnlkfnpo,{'customer_id': 'cust_0155'},captured
pay_3l9de3bvpja1zp,merch_bluedart,payment,setl_5b44fp7f25,P68K3JTA8SUI9DDC,order_lrumpp4xiicz,408432,INR,10211,1838,396383,emi,2026-02-25T16:53:00Z,2026-02-26T16:53:00Z,Order order_lrumpp4xiicz,{'customer_id': 'cust_0398'},captured
pay_sn07757vwe1uh6,merch_lenskart,payment,setl_feoxkbs04v,1PZYXV4XY7D7BB0Z,order_bourj86k4ybp,265999,INR,6650,1197,258152,emi,2026-04-29T22:11:00Z,2026-05-01T22:11:00Z,Order order_bourj86k4ybp,{'customer_id': 'cust_0296'},captured
pay_62f2c9jd8zdmh8,merch_nykaa,payment,setl_4ifhlky589,9YD4HCNWAQ9KRO1F,order_r4zggoapt5gr,5090007,INR,101800,18324,4969883,card,2026-04-01T20:41:00Z,2026-04-03T20:41:00Z,Order order_r4zggoapt5gr,{'customer_id': 'cust_0271'},captured
pay_7lfy7ijuigd0pd,merch_apollo,payment,setl_cah81ghzb2,60MBPM06RVC5XW9Q,order_jw2tv3m0tljm,56270,INR,0,0,56270,upi,2026-01-14T14:25:00Z,2026-01-16T14:25:00Z,Order order_jw2tv3m0tljm,{'customer_id': 'cust_0021'},captured
pay_b203kdiuh6rbgv,merch_lenskart,payment,setl_feoxkbs04v,NFHDO56872CCS64Y,order_nlj760z8lnnx,51216,INR,0,0,51216,upi,2026-03-31T14:16:00Z,2026-04-01T14:16:00Z,Order order_nlj760z8lnnx,{'customer_id': 'cust_0024'},captured
pay_wozophdb0ad0wt,merch_bluedart,payment,setl_5b44fp7f25,YFI29H8H3FDY70MN,order_wxgjeihz7ae2,651760,INR,0,0,651760,upi,2026-05-17T17:31:00Z,2026-05-24T17:31:00Z,Order order_wxgjeihz7ae2,{'customer_id': 'cust_0080'},captured
pay_rch664nl1fiay6,merch_zomato,payment,setl_pfjnuzxmrz,U23K5J0MIPWCKPM8,order_4d0jczc2fh52,158150,INR,2847,512,154791,netbanking,2026-04-14T12:59:00Z,2026-04-15T12:59:00Z,Order order_4d0jczc2fh52,{'customer_id': 'cust_0149'},captured
pay_u7ht2y9u9dk2o3,merch_apollo,payment,setl_cah81ghzb2,94HP5JSQXDGB35RL,order_nrud3d1rhgb5,71935,INR,1295,233,70407,wallet,2026-03-23T11:41:00Z,2026-03-30T11:41:00Z,Order order_nrud3d1rhgb5,{'customer_id': 'cust_0267'},captured
pay_62dcqyaodmdc0n,merch_lenskart,payment,setl_feoxkbs04v,YRXL7BTRNBZAYROI,order_n1jjw7vtqqmm,98467,INR,0,0,98467,upi,2026-02-02T21:39:00Z,2026-02-04T21:39:00Z,Order order_n1jjw7vtqqmm,{'customer_id': 'cust_0212'},captured
pay_dp6v1q4v4dqoks,merch_bluedart,payment,setl_5b44fp7f25,AXG7C1Y1XW9DN7D1,order_abj0b27lmuy0,66575,INR,0,0,66575,upi,2026-02-16T03:10:00Z,2026-02-17T03:10:00Z,Order order_abj0b27lmuy0,{'customer_id': 'cust_0489'},captured
pay_rcmn4sa2wgqixm,merch_lenskart,payment,setl_feoxkbs04v,N9K70K0LDTKEZ4OI,order_p17bkrbmf4dn,709903,INR,14198,2556,693149,card,2026-03-11T10:52:00Z,2026-03-13T10:52:00Z,Order order_p17bkrbmf4dn,{'customer_id': 'cust_0010'},captured
pay_2yx2l14u6qjhkm,merch_lenskart,payment,setl_feoxkbs04v,61E3086KREA5CNY0,order_p5zkv3pjtv7n,211474,INR,3807,685,206982,netbanking,2026-04-29T09:42:00Z,2026-04-30T09:42:00Z,Order order_p5zkv3pjtv7n,{'customer_id': 'cust_0396'},captured
pay_hf4y6heppp6ehv,merch_nykaa,payment,setl_rcicpbhxvx,FAK4ABLT90URL1BG,order_dadmii06bwuj,519025,INR,0,0,519025,upi,2026-01-29T07:29:00Z,2026-01-30T07:29:00Z,Order order_dadmii06bwuj,{'customer_id': 'cust_0130'},captured
pay_ul37w3dx9zv8e9,merch_bluedart,payment,setl_5b44fp7f25,FD6U1WSP37JPUBFY,order_jj0vc74097x6,1257806,INR,25156,4528,1228122,card,2026-03-27T20:17:00Z,2026-03-28T20:17:00Z,Order order_jj0vc74097x6,{'customer_id': 'cust_0015'},captured
pay_2m4q5zu8h262vw,merch_apollo,payment,setl_cah81ghzb2,1ZU3OO8RRZ87S7NM,order_emruje131cyo,260254,INR,0,0,260254,upi,2026-06-19T02:07:00Z,2026-06-20T02:07:00Z,Order order_emruje131cyo,{'customer_id': 'cust_0246'},captured
pay_rikokb92drxhk6,merch_lenskart,payment,setl_feoxkbs04v,6EH96DZWA12YYC0V,order_mia7ihvseaig,95990,INR,1920,346,93724,card,2026-05-25T17:40:00Z,2026-05-28T17:40:00Z,Order order_mia7ihvseaig,{'customer_id': 'cust_0142'},captured
pay_gkqpsrpg3hvel2,merch_nykaa,payment,setl_rcicpbhxvx,1O5LMZ43XDNYCAYP,order_jsqeayd7l8y1,48078,INR,962,173,46943,card,2026-02-25T13:57:00Z,2026-02-26T13:57:00Z,Order order_jsqeayd7l8y1,{'customer_id': 'cust_0336'},captured
pay_q10y96pcjkrw1j,merch_nykaa,payment,setl_rcicpbhxvx,ZHUIYWFO1VPNY6SE,order_htc6guoir5eq,356276,INR,0,0,356276,upi,2026-01-22T02:36:00Z,2026-01-23T02:36:00Z,Order order_htc6guoir5eq,{'customer_id': 'cust_0380'},captured
pay_vyvkfktuwz56r4,merch_urbanco,payment,setl_t69rq553r8,VAXV8ZQP0I7RIHXK,order_o80ax7acs72r,878514,INR,15813,2846,859855,netbanking,2026-03-10T23:33:00Z,2026-03-11T23:33:00Z,Order order_o80ax7acs72r,{'customer_id': 'cust_0356'},captured
pay_7swnulyn7bryo5,merch_nykaa,payment,setl_rcicpbhxvx,7VTN3NGRLI1YHBIM,order_90lgcwtr3ti2,472263,INR,0,0,472263,upi,2026-04-19T01:51:00Z,2026-04-21T01:51:00Z,Order order_90lgcwtr3ti2,{'customer_id': 'cust_0168'},captured
pay_ozwcatnfbuck8i,merch_bluedart,payment,setl_5b44fp7f25,LAFT402QXUO4QGY7,order_41dttfsfbtw7,236888,INR,0,0,236888,upi,2026-01-24T12:38:00Z,2026-01-25T12:38:00Z,Order order_41dttfsfbtw7,{'customer_id': 'cust_0169'},captured
pay_x7ad7vmkqcd5wn,merch_nykaa,payment,setl_rcicpbhxvx,NJ4RJE5OU1HK29FB,order_ugw7t10oqp6m,67979,INR,0,0,67979,upi,2026-02-01T03:10:00Z,2026-02-08T03:10:00Z,Order order_ugw7t10oqp6m,{'customer_id': 'cust_0466'},captured
pay_5ls6xg13z3n6a0,merch_zomato,payment,setl_n2p6lw4hzy,BYDM69NBSBW9S12Y,order_x00koj1n4bcv,860171,INR,15483,2787,841901,netbanking,2026-02-17T08:53:00Z,2026-02-19T08:53:00Z,Order order_x00koj1n4bcv,{'customer_id': 'cust_0022'},captured
pay_9pn0rb9bd61pu9,merch_bluedart,payment,setl_cea2mqttkp,VVRRAV3M64KUI9FX,order_hlc1vpajzhec,810077,INR,16202,2916,790959,card,2026-02-06T13:09:00Z,2026-02-08T13:09:00Z,Order order_hlc1vpajzhec,{'customer_id': 'cust_0466'},captured
pay_f460130h0jsoa6,merch_urbanco,payment,setl_t69rq553r8,7J9GTD71UB075FTZ,order_3ndcrn4hq1j2,72510,INR,1450,261,70799,card,2026-05-06T16:23:00Z,2026-05-08T16:23:00Z,Order order_3ndcrn4hq1j2,{'customer_id': 'cust_0121'},captured
pay_ljykjuwvoz8ul5,merch_apollo,payment,setl_cah81ghzb2,KFCMJCLXQHGRC8IC,order_vlyx4ghhiwek,23633,INR,0,0,23633,upi,2026-04-05T09:28:00Z,2026-04-07T09:28:00Z,Order order_vlyx4ghhiwek,{'customer_id': 'cust_0495'},captured
pay_wv82d4nj7qoojn,merch_lenskart,payment,setl_jrosde65qs,F91ESGVPTTNDT8Q3,order_1kvc1dr9s8jp,84366,INR,1519,273,82574,wallet,2026-04-14T08:34:00Z,2026-04-16T08:34:00Z,Order order_1kvc1dr9s8jp,{'customer_id': 'cust_0382'},captured
pay_ltmkin3x7svrw2,merch_lenskart,payment,setl_jrosde65qs,OHPE22J08CQCQ9RZ,order_zw49olsh99c5,28509,INR,570,103,27836,card,2026-06-11T17:47:00Z,2026-06-13T17:47:00Z,Order order_zw49olsh99c5,{'customer_id': 'cust_0413'},captured
pay_jvp3jg69zeeft9,merch_bluedart,payment,setl_cea2mqttkp,U4K3RPR9QU1LN7JF,order_6ywnqpqlj5fa,10635,INR,191,34,10410,netbanking,2026-04-22T16:29:00Z,2026-04-23T16:29:00Z,Order order_6ywnqpqlj5fa,{'customer_id': 'cust_0091'},captured
pay_gobvtpks8krkb0,merch_nykaa,payment,setl_rcicpbhxvx,HCBQ20NLNL06UWCD,order_agq5vl928fwv,114268,INR,2285,411,111572,card,2026-03-30T02:15:00Z,2026-03-31T02:15:00Z,Order order_agq5vl928fwv,{'customer_id': 'cust_0136'},captured
pay_esfp0r34hyyq1w,merch_urbanco,payment,setl_jzsdq6081w,BYC0R5LFU168GAIG,order_j3vdyzi7fozl,412456,INR,7424,1336,403696,wallet,2026-04-12T09:03:00Z,2026-04-13T09:03:00Z,Order order_j3vdyzi7fozl,{'customer_id': 'cust_0063'},captured
pay_yg154a9laxycum,merch_nykaa,payment,setl_rcicpbhxvx,EVZTOKNC22SC0M1N,order_1lor6wpdacu4,109899,INR,2198,396,107305,card,2026-01-24T12:03:00Z,2026-01-25T12:03:00Z,Order order_1lor6wpdacu4,{'customer_id': 'cust_0481'},captured
pay_cxim8pqihf7qgv,merch_apollo,payment,setl_cah81ghzb2,F24P8DH70D70Q6LD,order_07pcg8b7f82e,1120426,INR,22409,4034,1093983,card,2026-02-18T16:48:00Z,2026-02-20T16:48:00Z,Order order_07pcg8b7f82e,{'customer_id': 'cust_0032'},captured
pay_r0ux4tmjeschuo,merch_apollo,payment,setl_cah81ghzb2,W97HNXG6HXJP146F,order_haues81fvoez,192520,INR,3465,624,188431,netbanking,2026-01-29T09:48:00Z,2026-01-30T09:48:00Z,Order order_haues81fvoez,{'customer_id': 'cust_0195'},captured
pay_5gglz8b2rvd8e5,merch_zomato,payment,setl_n2p6lw4hzy,1201115KA55CU6SY,order_x9s4ry5ktahl,199241,INR,0,0,199241,upi,2026-05-18T18:51:00Z,2026-05-19T18:51:00Z,Order order_x9s4ry5ktahl,{'customer_id': 'cust_0195'},captured
pay_7fjz0xscljfuzx,merch_bluedart,payment,setl_cea2mqttkp,3WN4IIB1SGAPQOIZ,order_8q2den736ns1,71168,INR,1423,256,69489,card,2026-05-15T09:00:00Z,2026-05-16T09:00:00Z,Order order_8q2den736ns1,{'customer_id': 'cust_0209'},captured
pay_l134ox3h5i4k3t,merch_bluedart,payment,setl_cea2mqttkp,1VSSIPA3S8PQ88M1,order_qbxcsq93nehh,539056,INR,0,0,539056,upi,2026-01-20T02:46:00Z,2026-01-22T02:46:00Z,Order order_qbxcsq93nehh,{'customer_id': 'cust_0056'},captured
pay_rfwk8tvymo7cds,merch_nykaa,payment,setl_rcicpbhxvx,W26RHI3FSDG6PUY6,order_4yijg3ak39pi,83769,INR,1675,302,81792,card,2026-06-04T05:34:00Z,2026-06-05T05:34:00Z,Order order_4yijg3ak39pi,{'customer_id': 'cust_0449'},captured
pay_s1vyrp7tu3pvfp,merch_apollo,payment,setl_cah81ghzb2,MKA5PN0LYS6GP94X,order_x90n0oy95abe,22440,INR,404,73,21963,netbanking,2026-03-23T13:56:00Z,2026-03-24T13:56:00Z,Order order_x90n0oy95abe,{'customer_id': 'cust_0153'},captured
pay_f1lggv7bss0bbs,merch_urbanco,payment,setl_jzsdq6081w,8ZXF89168NP3ZCB2,order_4a3lftxv7dvk,134356,INR,0,0,134356,upi,2026-05-07T07:28:00Z,2026-05-08T07:28:00Z,Order order_4a3lftxv7dvk,{'customer_id': 'cust_0057'},captured
pay_zzelom6tpbi2qi,merch_nykaa,payment,setl_rcicpbhxvx,4S09ZL6O9AMFQHYY,order_ooyfgr1hswj9,1803146,INR,0,0,1803146,upi,2026-02-15T16:38:00Z,2026-02-16T16:38:00Z,Order order_ooyfgr1hswj9,{'customer_id': 'cust_0301'},captured
pay_q0lbf2gkzw6pl1,merch_lenskart,payment,setl_jrosde65qs,CIH1QP4UU4X8GYY2,order_anhjv9g76rk2,255210,INR,0,0,255210,upi,2026-02-22T13:54:00Z,2026-02-23T13:54:00Z,Order order_anhjv9g76rk2,{'customer_id': 'cust_0160'},captured
pay_bqli36plme30ra,merch_bluedart,payment,setl_cea2mqttkp,8K4O165BH65NWGYX,order_b7b9ibsruujp,580114,INR,10442,1880,567792,netbanking,2026-04-14T13:00:00Z,2026-04-16T13:00:00Z,Order order_b7b9ibsruujp,{'customer_id': 'cust_0374'},captured
pay_xff697zv1padbx,merch_urbanco,payment,setl_jzsdq6081w,B014XOTRO721WZUO,order_w3zda97270be,69861,INR,0,0,69861,upi,2026-05-23T22:08:00Z,2026-05-24T22:08:00Z,Order order_w3zda97270be,{'customer_id': 'cust_0444'},captured
pay_8158rmtxzbo0j5,merch_bluedart,payment,setl_cea2mqttkp,VTI58VIOB46YZ9H5,order_z0n84tnlwk7t,29696,INR,0,0,29696,upi,2026-05-26T15:30:00Z,2026-05-29T15:30:00Z,Order order_z0n84tnlwk7t,{'customer_id': 'cust_0002'},captured
pay_4pelqh3tad8hub,merch_bluedart,payment,setl_cea2mqttkp,AGSF58Q4OYN0U43M,order_wazkh035vxxb,554629,INR,0,0,554629,upi,2026-01-01T19:36:00Z,2026-01-02T19:36:00Z,Order order_wazkh035vxxb,{'customer_id': 'cust_0003'},captured
pay_180s75maez0bcr,merch_lenskart,payment,setl_jrosde65qs,R67WRDYNLZZ5KTUA,order_a6a4mx7xv0n6,103470,INR,0,0,103470,upi,2026-01-20T08:43:00Z,2026-01-22T08:43:00Z,Order order_a6a4mx7xv0n6,{'customer_id': 'cust_0084'},captured
pay_e893g5hhvhd8x7,merch_apollo,payment,setl_cah81ghzb2,9E88SVM86FNC28W5,order_4qnc08082d3h,237748,INR,0,0,237748,upi,2026-05-18T04:21:00Z,2026-05-20T04:21:00Z,Order order_4qnc08082d3h,{'customer_id': 'cust_0194'},captured
