record_id,merchant_id,transaction_date,value_date,description,reference_number,debit_amount_paise,credit_amount_paise,balance_paise,bank_name,account_number
banktxn_1l6afxbzalzrtepb,merch_lenskart,2026-06-22,2026-06-22,NEFT/RAZORPAY/JLTDXUMU6SSK4J27/setl_71hfe86y5r,JLTDXUMU6SSK4J27,,254722,,HDFC,XXXXXX9910
banktxn_v8cozwvqvqsva51e,merch_lenskart,2026-03-27,2026-03-27,NEFT/RAZORPAY/RBVYBZAVI8BKS3M0/setl_71hfe86y5r,RBVYBZAVI8BKS3M0,,453867,,HDFC,XXXXXX9910
banktxn_cxfy1omuyvmwkohb,merch_apollo,2026-02-22,2026-02-22,NEFT/RAZORPAY/HS92FIVQZU35HO8Q/setl_qsui2eiit4,HS92FIVQZU35HO8Q,,38036300,,HDFC,XXXXXX4021
banktxn_ljk8arvkbzmeboji,merch_lenskart,2026-01-17,2026-01-17,NEFT/RAZORPAY/C8LBK31997XN4NP6/setl_71hfe86y5r,C8LBK31997XN4NP6,,252051,,HDFC,XXXXXX9910
banktxn_xn3wa4jwp8x1bcc3,merch_zomato,2026-01-28,2026-01-28,NEFT/RAZORPAY/HV6E8JSKHQ5CSDQV/setl_pfjnuzxmrz,HV6E8JSKHQ5CSDQV,,382457,,ICICI,XXXXXX8830
banktxn_u4lhkhgjc9xf3pk8,merch_apollo,2026-05-04,2026-05-04,NEFT/RAZORPAY/MTGDTJXP60WNZIJ6/setl_qsui2eiit4,MTGDTJXP60WNZIJ6,,173423,,HDFC,XXXXXX4021
banktxn_a783a6qusbom18uv,merch_apollo,2026-01-05,2026-01-05,NEFT/RAZORPAY/LMSH5NLB7PPTHOUQ/setl_qsui2eiit4,LMSH5NLB7PPTHOUQ,,167591,,HDFC,XXXXXX4021
banktxn_0faw8sab9um2eve4,merch_apollo,2026-06-05,2026-06-05,NEFT/RAZORPAY/YYU9NPEI8TWW5PNW/setl_qsui2eiit4,YYU9NPEI8TWW5PNW,,1395119,,HDFC,XXXXXX4021
banktxn_a8w293agbxp1i5ds,merch_urbanco,2026-05-31,2026-05-31,NEFT/RAZORPAY/N7EQL7UUUDAQ1F28/setl_8fzygrpne8,N7EQL7UUUDAQ1F28,,29687,,Axis,XXXXXX1147
banktxn_0odkqn69rggyrnhp,merch_bluedart,2026-01-07,2026-01-07,NEFT/RAZORPAY/R8GUE5IYQGC00X7X/setl_5b44fp7f25,R8GUE5IYQGC00X7X,,135435,,Kotak,XXXXXX5567
banktxn_p664uz31px56g95o,merch_urbanco,2026-06-24,2026-06-24,NEFT/RAZORPAY/PHSNXSQAB18FG5DA/setl_8fzygrpne8,PHSNXSQAB18FG5DA,,136657,,Axis,XXXXXX1147
banktxn_wob1nfk4yocxvz9i,merch_apollo,2026-03-29,2026-03-29,NEFT/RAZORPAY/MKTHZA4X9SIGYNT0/setl_qsui2eiit4,MKTHZA4X9SIGYNT0,,180708,,HDFC,XXXXXX4021
banktxn_jlsy8d8yc8jx8r9a,merch_lenskart,2026-01-28,2026-01-28,NEFT/RAZORPAY/1ZHE9LP85OXEQF9R/setl_71hfe86y5r,1ZHE9LP85OXEQF9R,,1349079,,HDFC,XXXXXX9910
banktxn_fnsjdxjb7n2c5sw1,merch_apollo,2026-06-02,2026-06-02,NEFT/RAZORPAY/H1LOYAOB7JK2HQ5V/setl_qsui2eiit4,H1LOYAOB7JK2HQ5V,,102426,,HDFC,XXXXXX4021
banktxn_s381u36o35rpbsmj,merch_zomato,2026-05-15,2026-05-15,NEFT/RAZORPAY/W6DYMZKH9IFA4JLY/setl_pfjnuzxmrz,W6DYMZKH9IFA4JLY,,38073,,ICICI,XXXXXX8830
banktxn_9vr858qtrbtwrzso,merch_lenskart,2026-06-26,2026-06-26,NEFT/RAZORPAY/DBU8CZONQ9I88041/setl_71hfe86y5r,DBU8CZONQ9I88041,,23837,,HDFC,XXXXXX9910
banktxn_6ta467ve4crlpk7y,merch_zomato,2026-06-28,2026-06-28,NEFT/RAZORPAY/Y9E429V1U2F80B3J/setl_pfjnuzxmrz,Y9E429V1U2F80B3J,,140349,,ICICI,XXXXXX8830
banktxn_nbz4zd8lfy7udekm,merch_lenskart,2026-05-25,2026-05-25,NEFT/RAZORPAY/RHYD5L3WN37ONT2N/setl_71hfe86y5r,RHYD5L3WN37ONT2N,,155560,,HDFC,XXXXXX9910
banktxn_tj8jageuni39mita,merch_apollo,2026-03-18,2026-03-18,NEFT/RAZORPAY/S1IC41EXLQLKVXZS/setl_qsui2eiit4,S1IC41EXLQLKVXZS,,257150,,HDFC,XXXXXX4021
banktxn_k9j64xvtcivvwgyl,merch_apollo,2026-04-14,2026-04-14,NEFT/RAZORPAY/T67GVVE81634V1BO/setl_qsui2eiit4,T67GVVE81634V1BX,,528129,,HDFC,XXXXXX4021
banktxn_7la1yk2trwqh1u1k,merch_apollo,2026-07-02,2026-07-02,NEFT/RAZORPAY/LO6RMMQM3FFFJ54J/setl_qsui2eiit4,LO6RMMQM3FFFJ54J,,800243,,HDFC,XXXXXX4021
banktxn_pn8z2bgawvlt85kx,merch_lenskart,2026-03-12,2026-03-12,NEFT/RAZORPAY/G46Z33LFUM20GWOJ/setl_71hfe86y5r,G46Z33LFUM20GWOJ,,86638,,HDFC,XXXXXX9910
banktxn_fv6l1i7pn6k915tu,merch_urbanco,2026-03-25,2026-03-25,NEFT/RAZORPAY/97M5DIBAWHD0XBQ4/setl_8fzygrpne8,97M5DIBAWHD0XBQ4,,366830,,Axis,XXXXXX1147
banktxn_5itr5uj98jfxri3z,merch_apollo,2026-01-25,2026-01-25,NEFT/RAZORPAY/5RNBRR52WLTE9VXX/setl_cah81ghzb2,5RNBRR52WLTE9VXX,,225887,,HDFC,XXXXXX4021
banktxn_og576yai9bg59jqa,merch_lenskart,2026-04-16,2026-04-16,NEFT/RAZORPAY/FS5YKP2V1LRBQ1XK/setl_71hfe86y5r,FS5YKP2V1LRBQ1XK,,1138055,,HDFC,XXXXXX9910
banktxn_p7hwvazcb4848gex,merch_zomato,2026-06-29,2026-06-29,NEFT/RAZORPAY/1HMC5JEEVN2HVD0C/setl_pfjnuzxmrz,1HMC5JEEVN2HVD0C,,0,,ICICI,XXXXXX8830
banktxn_7532ok483s3jr463,merch_nykaa,2026-04-05,2026-04-05,NEFT/RAZORPAY/1LGF6UFL3LXF4S6S/setl_4ifhlky589,1LGF6UFL3LXF4S6S,,362407,,RazorpayX,RZPX00XXXX2201
banktxn_yonkrf2cyi9kf3h8,merch_nykaa,2026-01-20,2026-01-20,NEFT/RAZORPAY/LDJTFNNAXR4798CC/setl_4ifhlky589,LDJTFNNAXR4798CC,,880183,,RazorpayX,RZPX00XXXX2201
banktxn_4m5iwwy5he674n2y,merch_nykaa,2026-05-06,2026-05-06,NEFT/RAZORPAY/LRSTRQNVKHO1BSEG/setl_4ifhlky589,LRSTRQNVKHO1BSEG,,454523,,RazorpayX,RZPX00XXXX2201
banktxn_p2fahyi4dvqz7n46,merch_urbanco,2026-01-31,2026-01-31,NEFT/RAZORPAY/25ITMJPBQFBRTOB6/setl_t69rq553r8,25ITMJPBQFBRTOB6,,142345,,Axis,XXXXXX1147
banktxn_av064qxqirabnb8c,merch_apollo,2026-05-08,2026-05-08,NEFT/RAZORPAY/GJWYOJQ56M9HDPJ0/setl_cah81ghzb2,GJWYOJQ56M9HDPJ0,,388584,,HDFC,XXXXXX4021
banktxn_wqc0k1n2ksevp5mr,merch_nykaa,2026-01-23,2026-01-23,NEFT/RAZORPAY/3ML60TP817XHFNSU/setl_4ifhlky589,3ML60TP817XHFNSU,,180485,,RazorpayX,RZPX00XXXX2201
banktxn_0n69ora36mub37wl,merch_bluedart,2026-02-26,2026-02-26,NEFT/RAZORPAY/P68K3JTA8SUI9DDC/setl_5b44fp7f25,P68K3JTA8SUI9DDC,,396383,,Kotak,XXXXXX5567
banktxn_sk728da5zg257wjn,merch_lenskart,2026-05-01,2026-05-01,NEFT/RAZORPAY/1PZYXV4XY7D7BB0Z/setl_feoxkbs04v,1PZYXV4XY7D7BB0Z,,258152,,HDFC,XXXXXX9910
banktxn_4h7y7zq4l5nlh9eh,merch_nykaa,2026-04-03,2026-04-03,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,4969883,,RazorpayX,RZPX00XXXX2201
banktxn_7v09geupnjnrbyh6,merch_apollo,2026-01-16,2026-01-16,NEFT/RAZORPAY/60MBPM06RVC5XW9Q/setl_cah81ghzb2,60MBPM06RVC5XW9Q,,56270,,HDFC,XXXXXX4021
banktxn_ljucy928cqzgzmns,merch_lenskart,2026-04-01,2026-04-01,NEFT/RAZORPAY/NFHDO56872CCS64Y/setl_feoxkbs04v,NFHDO56872CCS64Y,,51216,,HDFC,XXXXXX9910
banktxn_k5zg8qik30mehbg1,merch_bluedart,2026-05-24,2026-05-24,NEFT/RAZORPAY/YFI29H8H3FDY70MN/setl_5b44fp7f25,YFI29H8H3FDY70MN,,651760,,Kotak,XXXXXX5567
banktxn_6lqw6w91ou2ia9t5,merch_zomato,2026-04-15,2026-04-15,NEFT/RAZORPAY/U23K5J0MIPWCKPM8/setl_pfjnuzxmrz,U23K5J0MIPWCKPM8,,154791,,ICICI,XXXXXX8830
banktxn_jacmquuyarmo0zc4,merch_apollo,2026-03-30,2026-03-30,NEFT/RAZORPAY/94HP5JSQXDGB35RL/setl_cah81ghzb2,94HP5JSQXDGB35RL,,70407,,HDFC,XXXXXX4021
banktxn_ri65651q6vy6sw2i,merch_lenskart,2026-02-04,2026-02-04,NEFT/RAZORPAY/YRXL7BTRNBZAYROI/setl_feoxkbs04v,YRXL7BTRNBZAYROI,,49233,,HDFC,XXXXXX9910
banktxn_k8e58hhuc5mzitvr,merch_bluedart,2026-02-17,2026-02-17,NEFT/RAZORPAY/AXG7C1Y1XW9DN7D1/setl_5b44fp7f25,AXG7C1Y1XW9DN7D1,,66575,,Kotak,XXXXXX5567
banktxn_dxd6zh4qrkkcc3vv,merch_lenskart,2026-02-27,2026-02-27,NEFT/RAZORPAY/N9K70K0LDTKEZ4OI/setl_feoxkbs04v,N9K70K0LDTKEZ4OI,,693149,,HDFC,XXXXXX9910
banktxn_3g273j4gloha8t78,merch_lenskart,2026-04-30,2026-04-30,NEFT/RAZORPAY/61E3086KREA5CNY0/setl_feoxkbs04v,61E3086KREA5CNY0,,206982,,HDFC,XXXXXX9910
banktxn_4a0mu0vfu721iexw,merch_nykaa,2026-01-30,2026-01-30,NEFT/RAZORPAY/FAK4ABLT90URL1BG/setl_rcicpbhxvx,FAK4ABLT90URL1BG,,519025,,RazorpayX,RZPX00XXXX2201
banktxn_gs7r91b9fawycuui,merch_bluedart,2026-03-28,2026-03-28,NEFT/RAZORPAY/FD6U1WSP37JPUBFY/setl_5b44fp7f25,FD6U1WSP37JPUBFY,,1228122,,Kotak,XXXXXX5567
banktxn_clr3fe50eqy20f34,merch_apollo,2026-06-20,2026-06-20,NEFT/RAZORPAY/1ZU3OO8RRZ87S7NM/setl_cah81ghzb2,1ZU3OO8RRZ87S7NM,,0,,HDFC,XXXXXX4021
banktxn_1ndirsx8ti77srvg,merch_lenskart,2026-05-28,2026-05-28,NEFT/RAZORPAY/6EH96DZWA12YYC0V/setl_feoxkbs04v,6EH96DZWA12YYC0V,,93724,,HDFC,XXXXXX9910
banktxn_eianlqdzf021x6wp,merch_nykaa,2026-02-26,2026-02-26,NEFT/RAZORPAY/1O5LMZ43XDNYCAYP/setl_rcicpbhxvx,1O5LMZ43XDNYCAYP,,46943,,RazorpayX,RZPX00XXXX2201
banktxn_1pesnu6jl956zadv,merch_nykaa,2026-01-23,2026-01-23,NEFT/RAZORPAY/ZHUIYWFO1VPNY6SE/setl_rcicpbhxvx,ZHUIYWFO1VPNY6SE,,356276,,RazorpayX,RZPX00XXXX2201
banktxn_na9ixdnxgutdl8ax,merch_urbanco,2026-03-11,2026-03-11,NEFT/RAZORPAY/VAXV8ZQP0I7RIHXK/setl_t69rq553r8,VAXV8ZQP0I7RIHXK,,859855,,Axis,XXXXXX1147
banktxn_q1skj27m2ypfb5y6,merch_nykaa,2026-04-21,2026-04-21,NEFT/RAZORPAY/7VTN3NGRLI1YHBIM/setl_rcicpbhxvx,7VTN3NGRLI1YHBIM,,472263,,RazorpayX,RZPX00XXXX2201
banktxn_y1su3ip2npwsr769,merch_bluedart,2026-01-25,2026-01-25,NEFT/RAZORPAY/LAFT402QXUO4QGY7/setl_5b44fp7f25,LAFT402QXUO4QGY7,,236888,,Kotak,XXXXXX5567
banktxn_08x98u23dinqaqbb,merch_nykaa,2026-02-08,2026-02-08,NEFT/RAZORPAY/NJ4RJE5OU1HK29FB/setl_rcicpbhxvx,NJ4RJE5OU1HK29FB,,67979,,RazorpayX,RZPX00XXXX2201
banktxn_7ji6mbxa6vc9ltzo,merch_zomato,2026-02-19,2026-02-19,NEFT/RAZORPAY/BYDM69NBSBW9S12Y/setl_n2p6lw4hzy,BYDM69NBSBW9S12X,,841901,,ICICI,XXXXXX8830
banktxn_vdqv0jaljr78xiln,merch_bluedart,2026-02-08,2026-02-08,NEFT/RAZORPAY/VVRRAV3M64KUI9FX/setl_cea2mqttkp,VVRRAV3M64KUI9FX,,536503,,Kotak,XXXXXX5567
banktxn_hh1u49d4po12vrtq,merch_urbanco,2026-05-08,2026-05-08,NEFT/RAZORPAY/7J9GTD71UB075FTZ/setl_t69rq553r8,7J9GTD71UB075FTZ,,70799,,Axis,XXXXXX1147
banktxn_nyzkdtxb7ifdlbvn,merch_apollo,2026-04-07,2026-04-07,NEFT/RAZORPAY/KFCMJCLXQHGRC8IC/setl_cah81ghzb2,KFCMJCLXQHGRC8IX,,23633,,HDFC,XXXXXX4021
banktxn_f96in3mtor4imwzu,merch_lenskart,2026-04-16,2026-04-16,NEFT/RAZORPAY/F91ESGVPTTNDT8Q3/setl_jrosde65qs,F91ESGVPTTNDT8Q3,,82574,,HDFC,XXXXXX9910
banktxn_gd04a2gu4etav75t,merch_lenskart,2026-06-13,2026-06-13,NEFT/RAZORPAY/OHPE22J08CQCQ9RZ/setl_jrosde65qs,OHPE22J08CQCQ9RZ,,27836,,HDFC,XXXXXX9910
banktxn_vvpdprfifalako56,merch_bluedart,2026-04-23,2026-04-23,NEFT/RAZORPAY/U4K3RPR9QU1LN7JF/setl_cea2mqttkp,U4K3RPR9QU1LN7JF,,10410,,Kotak,XXXXXX5567
banktxn_9lwhxpxcr2tziyt2,merch_nykaa,2026-03-31,2026-03-31,NEFT/RAZORPAY/HCBQ20NLNL06UWCD/setl_rcicpbhxvx,HCBQ20NLNL06UWCD,,111572,,RazorpayX,RZPX00XXXX2201
banktxn_qardan6ijyz44970,merch_urbanco,2026-04-13,2026-04-13,NEFT/RAZORPAY/BYC0R5LFU168GAIG/setl_jzsdq6081w,BYC0R5LFU168GAIG,,403696,,Axis,XXXXXX1147
banktxn_lq0kt586xz78uvzz,merch_nykaa,2026-01-25,2026-01-25,NEFT/RAZORPAY/EVZTOKNC22SC0M1N/setl_rcicpbhxvx,EVZTOKNC22SC0M1N,,107305,,RazorpayX,RZPX00XXXX2201
banktxn_s997nkqoxhsc9dom,merch_apollo,2026-02-20,2026-02-20,NEFT/RAZORPAY/F24P8DH70D70Q6LD/setl_cah81ghzb2,F24P8DH70D70Q6LD,,473895,,HDFC,XXXXXX4021
banktxn_igfzxbvx091kzql0,merch_apollo,2026-01-30,2026-01-30,NEFT/RAZORPAY/W97HNXG6HXJP146F/setl_cah81ghzb2,W97HNXG6HXJP146F,,188431,,HDFC,XXXXXX4021
banktxn_n319mko7wiiga5y9,merch_zomato,2026-05-19,2026-05-19,NEFT/RAZORPAY/1201115KA55CU6SY/setl_n2p6lw4hzy,1201115KA55CU6SY,,199241,,ICICI,XXXXXX8830
banktxn_t5xi9ynof9l6i1wj,merch_bluedart,2026-05-16,2026-05-16,NEFT/RAZORPAY/3WN4IIB1SGAPQOIZ/setl_cea2mqttkp,3WN4IIB1SGAPQOIZ,,69489,,Kotak,XXXXXX5567
banktxn_z5vuo3a4g1pxyg4c,merch_bluedart,2026-01-22,2026-01-22,NEFT/RAZORPAY/1VSSIPA3S8PQ88M1/setl_cea2mqttkp,1VSSIPA3S8PQ88M1,,539056,,Kotak,XXXXXX5567
banktxn_9tvwab40a5vyb6cg,merch_nykaa,2026-06-05,2026-06-05,NEFT/RAZORPAY/W26RHI3FSDG6PUY6/setl_rcicpbhxvx,W26RHI3FSDG6PUY6,,81792,,RazorpayX,RZPX00XXXX2201
banktxn_b48kpt2zyhfryiy1,merch_apollo,2026-03-24,2026-03-24,NEFT/RAZORPAY/MKA5PN0LYS6GP94X/setl_cah81ghzb2,MKA5PN0LYS6GP94X,,21963,,HDFC,XXXXXX4021
banktxn_2gzvtxwwsmdnwmbf,merch_urbanco,2026-05-08,2026-05-08,NEFT/RAZORPAY/8ZXF89168NP3ZCB2/setl_jzsdq6081w,8ZXF89168NP3ZCB2,,134356,,Axis,XXXXXX1147
banktxn_80wehypywe2r8gpu,merch_nykaa,2026-02-16,2026-02-16,NEFT/RAZORPAY/4S09ZL6O9AMFQHYY/setl_rcicpbhxvx,4S09ZL6O9AMFQHYY,,1803146,,RazorpayX,RZPX00XXXX2201
banktxn_o30y06uxpuvz8c5b,merch_bluedart,2026-04-16,2026-04-16,NEFT/RAZORPAY/8K4O165BH65NWGYX/setl_cea2mqttkp,8K4O165BH65NWGYX,,56779200,,Kotak,XXXXXX5567
banktxn_70z5icno5i3fzikf,merch_urbanco,2026-05-24,2026-05-24,NEFT/RAZORPAY/B014XOTRO721WZUO/setl_jzsdq6081w,B014XOTRO721WZUO,,69861,,Axis,XXXXXX1147
banktxn_p8rhba9ulw4s3gnh,merch_bluedart,2026-05-29,2026-05-29,NEFT/RAZORPAY/VTI58VIOB46YZ9H5/setl_cea2mqttkp,VTI58VIOB46YZ9H5,,0,,Kotak,XXXXXX5567
banktxn_z357n0bt65kbr52n,merch_bluedart,2026-01-02,2026-01-02,NEFT/RAZORPAY/AGSF58Q4OYN0U43M/setl_cea2mqttkp,AGSF58Q4OYN0U43M,,554629,,Kotak,XXXXXX5567
banktxn_6ozx23lfuyd4zo9w,merch_lenskart,2026-01-22,2026-01-22,NEFT/RAZORPAY/R67WRDYNLZZ5KTUA/setl_jrosde65qs,R67WRDYNLZZ5KTUA,,103470,,HDFC,XXXXXX9910
banktxn_ql3qgpc03mesttmp,merch_apollo,2026-05-20,2026-05-20,NEFT/RAZORPAY/9E88SVM86FNC28W5/setl_cah81ghzb2,9E88SVM86FNC28W5,,237748,,HDFC,XXXXXX4021
banktxn_79p6mzezzb5vrgyg,merch_urbanco,2026-06-19,2026-06-19,NEFT/RAZORPAY/ZT2WBOV7WACO260V/setl_jzsdq6081w,ZT2WBOV7WACO260V,,10156,,Axis,XXXXXX1147
banktxn_p3wipeuno4khu2nk,merch_zomato,2026-06-06,2026-06-06,NEFT/RAZORPAY/F0VKEZJ7ZK904EOB/setl_n2p6lw4hzy,F0VKEZJ7ZK904EOB,,185500,,ICICI,XXXXXX8830
banktxn_qd61jesqwpy12zk9,merch_apollo,2026-04-13,2026-04-13,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,555965,,HDFC,XXXXXX4021
banktxn_umkf3bhnd35bezgv,merch_urbanco,2026-05-21,2026-05-21,NEFT/RAZORPAY/1ECGQTS47RTN0SR9/setl_jzsdq6081w,1ECGQTS47RTN0SR9,,116191,,Axis,XXXXXX1147
banktxn_l6cd6ey22hyea45b,merch_zomato,2026-02-16,2026-02-16,NEFT/RAZORPAY/FT9QBIB2RO4LGW1Z/setl_n2p6lw4hzy,FT9QBIB2RO4LGW1Z,,175477,,ICICI,XXXXXX8830
banktxn_walkehr0sj81shu9,merch_urbanco,2026-06-18,2026-06-18,NEFT/RAZORPAY/19PONPYOAM68KSDJ/setl_jzsdq6081w,19PONPYOAM68KSDJ,,166761,,Axis,XXXXXX1147
banktxn_31ybhygmx6e0zyzc,merch_lenskart,2026-06-09,2026-06-09,NEFT/RAZORPAY/WP0KA72AP8T2PPIZ/setl_jrosde65qs,WP0KA72AP8T2PPIZ,,81042,,HDFC,XXXXXX9910
banktxn_ybz4mbuyuc0izrbk,merch_lenskart,2026-04-27,2026-04-27,NEFT/RAZORPAY/C7XDQ54CFXBR2WUW/setl_jrosde65qs,C7XDQ54CFXBR2WUW,,117086,,HDFC,XXXXXX9910
banktxn_zrrden5kwy1t0kc8,merch_zomato,2026-04-28,2026-04-28,NEFT/RAZORPAY/FVY5HL01A6ST3NK9/setl_n2p6lw4hzy,FVY5HL01A6ST3NK9,,113876,,ICICI,XXXXXX8830
banktxn_09ypsa3922lfpq84,merch_zomato,2026-05-06,2026-05-06,NEFT/RAZORPAY/Q66Y32CJOXR6OD3U/setl_n2p6lw4hzy,Q66Y32CJOXR6OD3U,,242134,,ICICI,XXXXXX8830
banktxn_g1wesz572vi85rj2,merch_apollo,2026-06-18,2026-06-18,NEFT/RAZORPAY/UZRWQ8DTO30WXHJT/setl_4m1mvohiti,UZRWQ8DTO30WXHJT,,49926,,HDFC,XXXXXX4021
banktxn_98ewsi09p92xmw4v,merch_apollo,2026-01-28,2026-01-28,NEFT/RAZORPAY/HPRS9363Z8H18Y5W/setl_4m1mvohiti,HPRS9363Z8H18Y5W,,68471,,HDFC,XXXXXX4021
banktxn_5bf17p3jxr0fv96w,merch_zomato,2026-03-17,2026-03-17,NEFT/RAZORPAY/1PPG1M662B5ANJCH/setl_n2p6lw4hzy,1PPG1M662B5ANJCH,,92673,,ICICI,XXXXXX8830
banktxn_q6r1zw7u98coguv7,merch_urbanco,2026-05-10,2026-05-10,NEFT/RAZORPAY/71UAZXSX0U8T3ET7/setl_jzsdq6081w,71UAZXSX0U8T3ET7,,21336,,Axis,XXXXXX1147
banktxn_u0dcn2xgaid7ye8i,merch_urbanco,2026-04-06,2026-04-06,NEFT/RAZORPAY/4R7FN95K37QJ9O40/setl_jzsdq6081w,4R7FN95K37QJ9O40,,622852,,Axis,XXXXXX1147
banktxn_qp0gl3nrcb4ui21e,merch_bluedart,2026-02-15,2026-02-15,NEFT/RAZORPAY/5AAFH5IB00QPAS28/setl_cea2mqttkp,5AAFH5IB00QPAS28,,162463,,Kotak,XXXXXX5567
banktxn_r2optxqi48njvb83,merch_apollo,2026-04-15,2026-04-15,NEFT/RAZORPAY/Y97MSVFXNHPQ9C8E/setl_4m1mvohiti,Y97MSVFXNHPQ9C8E,,1283324,,HDFC,XXXXXX4021
banktxn_3tp94je2i4dj71dx,merch_nykaa,2026-02-20,2026-02-20,NEFT/RAZORPAY/F6KCXC598P0104IJ/setl_g5wjzkie9x,F6KCXC598P0104IJ,,225122,,RazorpayX,RZPX00XXXX2201
banktxn_e4cukp603vvvca4v,merch_lenskart,2026-06-17,2026-06-17,NEFT/RAZORPAY/6XRLU9I0JFJVG7AK/setl_jrosde65qs,IDQ04P5RWUOE1VCT,,620454,,HDFC,XXXXXX9910
banktxn_hpnf7p3vu03i0f0j,merch_zomato,2026-05-08,2026-05-08,NEFT/RAZORPAY/CG24ZMW0MMY56KSG/setl_dt2cjbijhs,CG24ZMW0MMY56KSG,,500450,,ICICI,XXXXXX8830
banktxn_0dzn3fo2lkawj8i5,merch_apollo,2026-01-05,2026-01-05,NEFT/RAZORPAY/VSTTDD4QW2PPJU1S/setl_4m1mvohiti,VSTTDD4QW2PPJU1S,,282636,,HDFC,XXXXXX4021
banktxn_azy46lizleg104bs,merch_nykaa,2026-01-04,2026-01-04,NEFT/RAZORPAY/0ID9QRID88EGO686/setl_g5wjzkie9x,P792GQLJKOKROEOD,,12674,,RazorpayX,RZPX00XXXX2201
banktxn_y39q5op806qkmksw,merch_nykaa,2026-05-14,2026-05-14,NEFT/RAZORPAY/KWRSHOCYF0S9CP73/setl_g5wjzkie9x,KWRSHOCYF0S9CP73,,272409,,RazorpayX,RZPX00XXXX2201
banktxn_7sw19aeu32rkhys3,merch_zomato,2026-04-05,2026-04-05,NEFT/RAZORPAY/9ONLJQZ1Q9F8T9EU/setl_dt2cjbijhs,9ONLJQZ1Q9F8T9EU,,101593,,ICICI,XXXXXX8830
banktxn_o273t8eu9z9ozeeh,merch_bluedart,2026-01-17,2026-01-17,NEFT/RAZORPAY/L5ZY69YXO6W81V0P/setl_x4yy2sdtw4,L5ZY69YXO6W81V0P,,30766,,Kotak,XXXXXX5567
banktxn_8kpfhb2888ehy24d,merch_zomato,2026-05-07,2026-05-07,NEFT/RAZORPAY/OB7ZCQOST7OQQR40/setl_dt2cjbijhs,OB7ZCQOST7OQQR40,,319177,,ICICI,XXXXXX8830
banktxn_no816247dgyjde6c,merch_lenskart,2026-02-20,2026-02-20,NEFT/RAZORPAY/FDX9888H22KE8BB3/setl_jrosde65qs,FDX9888H22KE8BB3,,146833,,HDFC,XXXXXX9910
