ledger_id,merchant_id,order_id,invoice_number,customer_id,amount_paise,currency,transaction_type,created_at,payment_status,payment_gateway_id,notes
led_h4dh0r4uvv8h,merch_zomato,order_bgjg4wui09cc,INV-2026-00042,cust_0173,156719,INR,sale,2026-01-14T13:11:00Z,paid,pay_qx8i3m4qomgk69,Razorpay pay_qx8i3m4qomgk69
led_c0wx8kxpwh6q,merch_zomato,order_lz28r0agh92e,INV-2026-00043,cust_0082,51228,INR,sale,2026-06-06T09:13:00Z,paid,pay_2tdmovjw0kveg1,Razorpay pay_2tdmovjw0kveg1
led_4mpowl4dlcx6,merch_urbanco,order_gir81znqh37c,INV-2026-00070,cust_0141,3216962,INR,sale,2026-05-20T06:56:00Z,paid,pay_rso1waypv5do0l,Razorpay pay_rso1waypv5do0l
led_8tgeevlc5679,merch_bluedart,order_ta03tchbc2ts,INV-2026-00044,cust_0123,453554,INR,sale,2026-03-18T08:19:00Z,paid,pay_ly2m1jk3n2byhp,Razorpay pay_ly2m1jk3n2byhp
led_yxui2a8dio4j,merch_apollo,order_jngnqu9pmlo7,INV-2026-00052,cust_0153,171260,INR,sale,2026-01-30T14:48:00Z,paid,pay_1yk6bdt0xn575g,Razorpay pay_1yk6bdt0xn575g
led_d3f0upxl2rjn,merch_nykaa,order_fz79uhd99kl6,INV-2026-00063,cust_0452,66366,INR,sale,2026-05-15T11:14:00Z,paid,pay_j3fuaminxlwelq,Razorpay pay_j3fuaminxlwelq
led_l3fykvrbojw4,merch_apollo,order_ywr16ovigbdi,INV-2026-00054,cust_0323,75024,INR,sale,2026-01-22T02:45:00Z,paid,pay_xgs6lpumqrk0l4,Razorpay pay_xgs6lpumqrk0l4
led_mnc34ke2c3ji,merch_apollo,order_yd6ejy5z23cy,INV-2026-00055,cust_0006,249228,INR,sale,2026-06-09T21:09:00Z,paid,pay_j4azolnx7otmbd,Razorpay pay_j4azolnx7otmbd
led_j469xmqs9wn2,merch_zomato,order_35w2h0dcjz04,INV-2026-00051,cust_0088,282857,INR,sale,2026-02-09T05:53:00Z,paid,pay_xhydjauoqz3xgr,Razorpay pay_xhydjauoqz3xgr
led_k6p97nfzrspf,merch_apollo,order_6gvvfi7zmkl2,INV-2026-00057,cust_0181,1036614,INR,sale,2026-03-09T21:26:00Z,paid,pay_qafdjs0j1t6gps,Razorpay pay_qafdjs0j1t6gps
led_fm78zqbb2qya,merch_nykaa,order_lh1d0wgoxmq0,INV-2026-00070,cust_0148,1444,INR,sale,2026-05-02T13:23:00Z,paid,pay_imqlt9wt9aodiw,Razorpay pay_imqlt9wt9aodiw
led_h4phxv843hpq,merch_zomato,order_4gajnqb7upjj,INV-2026-00055,cust_0068,103434,INR,sale,2026-05-04T01:10:00Z,paid,pay_kzpqd8yuxuaxvc,Razorpay pay_kzpqd8yuxuaxvc
led_fd3berj6b9iu,merch_lenskart,order_kg3ibf7pv93r,INV-2026-00065,cust_0478,147662,INR,sale,2026-02-21T04:53:00Z,paid,pay_3rjtq4jj9swvfk,Razorpay pay_3rjtq4jj9swvfk
led_djf5w3sd9128,merch_nykaa,order_e1ye3psxn6gm,INV-2026-00073,cust_0179,28691,INR,sale,2026-02-09T16:39:00Z,paid,pay_z7is9ctdmqi1tx,Razorpay pay_z7is9ctdmqi1tx
led_51ypliq6akep,merch_bluedart,order_kuh3th1edsgg,INV-2026-00052,cust_0020,823661,INR,sale,2026-03-17T22:32:00Z,paid,pay_d41c6gmohku89t,Razorpay pay_d41c6gmohku89t
led_8benlinb2kmq,merch_zomato,order_vpblcn2657la,INV-2026-00058,cust_0227,75774,INR,sale,2026-06-28T05:33:00Z,paid,pay_z3kwzctsjfmh3j,Razorpay pay_z3kwzctsjfmh3j
led_6ck10vwydoa9,merch_bluedart,order_iejsm6p1gflw,INV-2026-00054,cust_0098,288661,INR,sale,2026-06-06T22:18:00Z,paid,pay_ktgjh72spar8ol,Razorpay pay_ktgjh72spar8ol
led_p88f3t1qlgx1,merch_nykaa,order_ihlwgsi4fh07,INV-2026-00077,cust_0444,138476,INR,sale,2026-05-08T11:28:00Z,paid,pay_m9brsrwxtyxtul,Razorpay pay_m9brsrwxtyxtul
led_5xywfshfgm2p,merch_bluedart,order_r31cv6qinz60,INV-2026-00061,cust_0261,108698,INR,sale,2026-01-06T15:05:00Z,paid,pay_9qjjszcuwmnh5u,Razorpay pay_9qjjszcuwmnh5u
led_mzqw422j7kxe,merch_urbanco,order_7b6mo2fws40x,INV-2026-00084,cust_0111,182885,INR,sale,2026-03-24T01:58:00Z,paid,pay_ohpagejemgxplb,Razorpay pay_ohpagejemgxplb
led_93dr0x7ph6z0,merch_nykaa,order_77zr34y578ee,INV-2026-00079,cust_0130,143821,INR,sale,2026-04-10T13:38:00Z,paid,pay_bq82e3on4rkv5a,Razorpay pay_bq82e3on4rkv5a
led_m9ojmtjhdd4u,merch_bluedart,order_oo2y8yyvjkws,INV-2026-00062,cust_0050,591989,INR,sale,2026-03-26T01:34:00Z,paid,pay_nezxbwua0gspur,Razorpay pay_nezxbwua0gspur
led_2v2txdyjsxhw,merch_zomato,order_ulru3u5y7abf,INV-2026-00062,cust_0497,58083,INR,sale,2026-03-24T15:15:00Z,paid,pay_uxdl1mbq2bt1px,Razorpay pay_uxdl1mbq2bt1px
led_6qsrpfh80yej,merch_zomato,order_m152nnzc556n,INV-2026-00064,cust_0263,420006,INR,sale,2026-02-10T03:11:00Z,paid,pay_eepzo2f4q2xxwy,Razorpay pay_eepzo2f4q2xxwy
led_7e2r40986pzt,merch_urbanco,order_ddz60p2w4v22,INV-2026-00088,cust_0148,81487,INR,sale,2026-05-21T10:54:00Z,paid,pay_gcbbwurqdbv3h8,Razorpay pay_gcbbwurqdbv3h8
led_pgess296t0hs,merch_zomato,order_bpgqxll7192j,INV-2026-00066,cust_0032,508051,INR,sale,2026-03-14T19:53:00Z,paid,pay_qlu3sic96xe29h,Razorpay pay_qlu3sic96xe29h
led_0b7elgoa9fi0,merch_bluedart,order_9706x4wyq7d9,INV-2026-00065,cust_0251,99045,INR,sale,2026-03-11T07:46:00Z,paid,pay_hh6341j9vugcmh,Razorpay pay_hh6341j9vugcmh
led_97z166c3xk8d,merch_bluedart,order_iaqk907a16sj,INV-2026-00066,cust_0053,251076,INR,sale,2026-03-14T05:27:00Z,paid,pay_hw7i7i05dwnpc7,Razorpay pay_hw7i7i05dwnpc7
led_krfvd45jdf61,merch_urbanco,order_erepm0l1g4vf,INV-2026-00091,cust_0274,118994,INR,sale,2026-02-18T01:10:00Z,paid,pay_mi6qdm761qvjl6,Razorpay pay_mi6qdm761qvjl6
led_1ip040i7c7fl,merch_bluedart,order_9j4g1y5s28xg,INV-2026-00067,cust_0188,99173,INR,sale,2026-05-29T08:51:00Z,paid,pay_6w1fqjzn52284w,Razorpay pay_6w1fqjzn52284w
led_8kfy5h0f3vkk,merch_nykaa,order_08v43k80cyta,INV-2026-00084,cust_0484,85212,INR,sale,2026-06-30T05:44:00Z,paid,pay_yi8rxn7vtcru35,Razorpay pay_yi8rxn7vtcru35
led_gzi9n2tposwg,merch_zomato,order_694xv2ol0r4h,INV-2026-00071,cust_0084,226656,INR,sale,2026-04-09T05:44:00Z,paid,pay_4hq0rqo71oqfsj,Razorpay pay_4hq0rqo71oqfsj
led_ovynlgv04wuv,merch_apollo,order_a2aenwdtt7an,INV-2026-00074,cust_0307,759900,INR,sale,2026-03-15T19:11:00Z,paid,pay_g8ttf3bi3rkuam,Razorpay pay_g8ttf3bi3rkuam
led_knqq5qqzj2fq,merch_lenskart,order_fhr2f6q6ej0v,INV-2026-00082,cust_0479,85764,INR,sale,2026-01-12T21:01:00Z,paid,pay_v9l28w13j4tu2v,Razorpay pay_v9l28w13j4tu2v
led_wa04k7htsvqh,merch_nykaa,order_1evndmc6c9gl,INV-2026-00087,cust_0295,125936,INR,sale,2026-06-07T10:22:00Z,paid,pay_faqkwhl0ccv3bh,Razorpay pay_faqkwhl0ccv3bh
led_hu8lq3iotwa2,merch_nykaa,order_u0s79st6srdk,INV-2026-00091,cust_0350,307338,INR,sale,2026-02-27T23:54:00Z,paid,pay_mo32i7c6qpvtm9,Razorpay pay_mo32i7c6qpvtm9
led_fd6d8pwcugq1,merch_lenskart,order_3swt3jw65dnc,INV-2026-00092,cust_0081,44829,INR,sale,2026-06-11T20:39:00Z,paid,pay_pd13pco973m4og,Razorpay pay_pd13pco973m4og
led_nse79meq68sp,merch_urbanco,order_qvak6j0o7s3w,INV-2026-00101,cust_0304,288546,INR,sale,2026-06-15T21:42:00Z,paid,pay_qpf222gmdz1hzy,Razorpay pay_qpf222gmdz1hzy
led_f5wypjnhty33,merch_nykaa,order_lpbp2u0biviw,INV-2026-00097,cust_0244,613436,INR,sale,2026-06-22T05:35:00Z,paid,pay_uc3xt5hc1c0913,Razorpay pay_uc3xt5hc1c0913
led_pzsh1ma1km2m,merch_urbanco,order_37zxe0h6khiv,INV-2026-00102,cust_0248,298042,INR,sale,2026-06-17T03:33:00Z,paid,pay_irf60vy2uyrkso,Razorpay pay_irf60vy2uyrkso
led_mkwx8dgz67w1,merch_lenskart,order_0ds4n6e4syjh,INV-2026-00095,cust_0342,37820,INR,sale,2026-05-15T12:03:00Z,paid,pay_xdua7e7rzb8o3x,Razorpay pay_xdua7e7rzb8o3x
led_v6qi47ocrl1u,merch_urbanco,order_9uokwzv3zhar,INV-2026-00104,cust_0412,304639,USD,sale,2026-06-22T13:59:00Z,paid,pay_hb0l1ld0sauu8x,Razorpay pay_hb0l1ld0sauu8x
led_6iaqa4zaag00,merch_apollo,order_15dnd4517kwj,INV-2026-00083,cust_0213,772746,USD,sale,2026-02-04T20:18:00Z,paid,pay_ft3brnsx6ipemk,Razorpay pay_ft3brnsx6ipemk
led_yvlmzvkb3g4m,merch_lenskart,order_p47v5dg09m21,INV-2026-00097,cust_0452,384943,INR,sale,2026-05-10T15:37:00Z,paid,pay_3vca6qpnp62s3y,Razorpay pay_3vca6qpnp62s3y
led_obgczh09vs4m,merch_apollo,order_60ldvodaztav,INV-2026-00088,cust_0231,3291092,INR,sale,2026-02-13T17:01:00Z,paid,pay_mxt30m78kew3qc,Razorpay pay_mxt30m78kew3qc
led_45nc8s1dj6is,merch_lenskart,order_x2jxai2uyaxo,INV-2026-00100,cust_0245,565483,INR,sale,2026-05-04T19:39:00Z,paid,pay_raz0vcen10qgkk,Razorpay pay_raz0vcen10qgkk
led_471l0v6t2mvi,merch_urbanco,order_gfx9kl90fbyq,INV-2026-00114,cust_0498,520801,INR,sale,2026-03-20T08:27:00Z,paid,pay_9mt0awr709xml6,Razorpay pay_9mt0awr709xml6
led_tazuh3tk5f7g,merch_apollo,order_vhyxrwp0xuxr,INV-2026-00093,cust_0196,64381,INR,sale,2026-02-11T18:22:00Z,paid,pay_hjdzx8osph7foo,Razorpay pay_hjdzx8osph7foo
led_yguvca29jgh0,merch_bluedart,order_rnxip1silqak,INV-2026-00091,cust_0350,105009,INR,sale,2026-04-23T18:06:00Z,paid,pay_x0lubwfsxc04zz,Razorpay pay_x0lubwfsxc04zz
led_1rkhe8q4iej3,merch_nykaa,order_2zo88t0bl8ng,INV-2026-00105,cust_0357,42347,INR,sale,2026-05-23T14:52:00Z,paid,pay_jptitma6hzfnon,Razorpay pay_jptitma6hzfnon
led_pppvr0lm1x12,merch_nykaa,order_3zbfro5oa15s,INV-2026-00106,cust_0174,74069,INR,sale,2026-04-28T17:19:00Z,paid,pay_w8g3wem5ec6mtb,Razorpay pay_w8g3wem5ec6mtb
led_xr14m3wefhk4,merch_nykaa,order_zlg2jil1ezpc,INV-2026-00108,cust_0092,2686150,INR,sale,2026-06-05T13:57:00Z,paid,pay_rkwswaj8nqnz8d,Razorpay pay_rkwswaj8nqnz8d
led_mjvr5rz3ow2f,merch_zomato,order_qsc81o1h8i98,INV-2026-00088,cust_0020,1348953,INR,sale,2026-05-12T23:25:00Z,paid,pay_rwrfqjjjw71pc8,Razorpay pay_rwrfqjjjw71pc8
led_svb51wvbti73,merch_zomato,order_tolnotfbezco,INV-2026-00089,cust_0427,134783,INR,sale,2026-02-04T23:06:00Z,paid,pay_qjx53044ade17q,Razorpay pay_qjx53044ade17q
led_k6vuiymrk9pj,merch_zomato,order_7dlhmlst1t3u,INV-2026-00090,cust_0468,154392,INR,sale,2026-04-17T14:57:00Z,paid,pay_n8tff6xx6kqvki,Razorpay pay_n8tff6xx6kqvki
led_k7zqn3ptqhl4,merch_apollo,order_djnmzbnpmpa4,INV-2026-00102,cust_0051,472424,INR,sale,2026-06-17T07:13:00Z,paid,pay_torryb7aviqa6d,Razorpay pay_torryb7aviqa6d
led_4y4och70otrx,merch_nykaa,order_sui30t34wd8n,INV-2026-00115,cust_0462,274717,USD,sale,2026-05-02T23:49:00Z,paid,pay_6q9smavjq3521p,Razorpay pay_6q9smavjq3521p
led_uyven87x1oxg,merch_bluedart,order_xrh7tfoufecf,INV-2026-00104,cust_0473,921075,INR,sale,2026-02-07T22:26:00Z,paid,pay_0cz9w3u4339gkx,Razorpay pay_0cz9w3u4339gkx
led_8fvscz6ef0yf,merch_apollo,order_nntrlvyduf6j,INV-2026-00109,cust_0051,140697,INR,sale,2026-01-03T03:19:00Z,paid,pay_el3qpnor3n1m1w,Razorpay pay_el3qpnor3n1m1w
led_u6ct39gjpxhm,merch_nykaa,order_2ygsklnsvfid,INV-2026-00120,cust_0289,98586,INR,sale,2026-03-03T04:45:00Z,paid,pay_at75d5w3395hx3,Razorpay pay_at75d5w3395hx3
led_jv2ok07phefm,merch_bluedart,order_hrxinwd600cm,INV-2026-00113,cust_0212,57131,INR,sale,2026-01-29T12:45:00Z,paid,pay_qxvd728jaoikre,Razorpay pay_qxvd728jaoikre
led_7uvpntyqr523,merch_zomato,order_q7hawj01007d,INV-2026-00107,cust_0019,113882,INR,sale,2026-01-16T23:34:00Z,paid,pay_h5rgkrjoyqotpg,Razorpay pay_h5rgkrjoyqotpg
led_013105ef3a7h,merch_zomato,order_bsasswdi3vc8,INV-2026-00108,cust_0423,223619,INR,sale,2026-05-22T15:42:00Z,paid,pay_fgi62wxmeizyf5,Razorpay pay_fgi62wxmeizyf5
led_pd3wxydv2s40,merch_bluedart,order_fhti5brvzwpl,INV-2026-00115,cust_0214,296646,INR,sale,2026-04-29T16:44:00Z,paid,pay_w12tk2qx8cfufe,Razorpay pay_w12tk2qx8cfufe
led_bm06rbb1jcss,merch_bluedart,order_rjdhh40mtj2o,INV-2026-00118,cust_0064,75770,INR,sale,2026-02-10T11:37:00Z,paid,pay_8xvyhum0hgti5s,Razorpay pay_8xvyhum0hgti5s
led_73os736son61,merch_urbanco,order_2dhngyd1ih3x,INV-2026-00136,cust_0412,63378,INR,sale,2026-05-26T10:43:00Z,paid,pay_w7vwlk4s7mifpz,Razorpay pay_w7vwlk4s7mifpz
led_2qw3689t7qqa,merch_lenskart,order_an97qmfztd3t,INV-2026-00121,cust_0106,116236,INR,sale,2026-04-23T19:23:00Z,paid,pay_5p4g14g11ljjjr,Razorpay pay_5p4g14g11ljjjr
led_61plbxmijc2k,merch_zomato,order_74glvb1mnkea,INV-2026-00112,cust_0090,1089564,INR,sale,2026-03-08T13:16:00Z,paid,pay_3rulrji1d5hwbb,Razorpay pay_3rulrji1d5hwbb
led_0jupfe0ju6j6,merch_lenskart,order_w53gwn6m1mga,INV-2026-00123,cust_0463,578179,INR,sale,2026-04-24T00:36:00Z,paid,pay_g812m3bi0sesuz,Razorpay pay_g812m3bi0sesuz
led_he933p0zf0tv,merch_zomato,order_w6wpc97feskb,INV-2026-00113,cust_0125,59734,INR,sale,2026-06-15T20:18:00Z,paid,pay_aadc8bwjrp7s52,Razorpay pay_aadc8bwjrp7s52
led_cvkj9yd5wyxp,merch_urbanco,order_ceyudzjndm23,INV-2026-00147,cust_0056,603758,INR,sale,2026-05-07T23:26:00Z,paid,pay_8ab5a22j09dh83,Razorpay pay_8ab5a22j09dh83
led_4jyk77uiao5j,merch_urbanco,order_e55pwqsggsxr,INV-2026-00148,cust_0068,85271,INR,sale,2026-05-29T13:07:00Z,paid,pay_dw9na6ieudla3x,Razorpay pay_dw9na6ieudla3x
led_p4tpgznssias,merch_apollo,order_rg2az08z19ab,INV-2026-00122,cust_0108,66859,INR,sale,2026-05-20T22:02:00Z,paid,pay_u0vuwyp7xbnq4q,Razorpay pay_u0vuwyp7xbnq4q
led_15m1uraha169,merch_urbanco,order_enz6n6j6ynj3,INV-2026-00154,cust_0382,567022,USD,sale,2026-03-09T14:36:00Z,paid,pay_yjtpo23vj059o6,Razorpay pay_yjtpo23vj059o6
led_izp2rg7jj9n3,merch_apollo,order_2tekv6do4wst,INV-2026-00126,cust_0291,104140,INR,sale,2026-02-17T00:50:00Z,paid,pay_5znttwudi7fs9d,Razorpay pay_5znttwudi7fs9d
led_nnuyuij768wj,merch_nykaa,order_9vld5sv40nes,INV-2026-00135,cust_0257,2114850,INR,sale,2026-06-11T23:51:00Z,paid,pay_bph6ckugxmph8n,Razorpay pay_bph6ckugxmph8n
led_c6cibozcomt6,merch_nykaa,order_xntj34li5n1p,INV-2026-00137,cust_0495,722707,INR,sale,2026-01-13T23:03:00Z,paid,pay_rvyyl7rzb1czn9,Razorpay pay_rvyyl7rzb1czn9
led_7ndygm2dnkpt,merch_zomato,order_y56u0d8z2f9m,INV-2026-00125,cust_0115,284004,INR,sale,2026-03-28T19:34:00Z,paid,pay_nbh4s7rplkdo27,Razorpay pay_nbh4s7rplkdo27
