entity_id,merchant_id,entity_type,settlement_id,settlement_utr,order_id,amount_paise,currency,fee_paise,tax_paise,net_amount_paise,payment_method,captured_at,settled_at,description,notes,status
pay_gbmtc3po9iw4eb,merch_apollo,payment,setl_cah81ghzb2,ZK374QXY1AKN296E,order_cls1s4fxiza9,242182,INR,4844,872,236466,card,2026-02-23T10:51:00Z,2026-02-24T10:51:00Z,Order order_cls1s4fxiza9,{'customer_id': 'cust_0147'},captured
pay_3l5kmc9dj4nksu,merch_bluedart,payment,setl_5b44fp7f25,QAZZUHF79S628OUO,order_lbij6za9aq7y,433135,INR,7796,1403,423936,wallet,2026-01-10T23:04:00Z,2026-01-11T23:04:00Z,Order order_lbij6za9aq7y,{'customer_id': 'cust_0087'},captured
pay_d35okxcucvbui3,merch_lenskart,payment,setl_feoxkbs04v,4CBKEAPIQWIDRGMF,order_sbw05bcg9yc7,18174,INR,327,59,17788,wallet,2026-01-24T00:07:00Z,2026-01-26T00:07:00Z,Order order_sbw05bcg9yc7,{'customer_id': 'cust_0161'},captured
pay_k173kzun9koz1r,merch_bluedart,payment,setl_cea2mqttkp,44896XAF5NML5QL4,order_kpbk2ik2w38v,161476,INR,0,0,161476,upi,2026-06-05T15:28:00Z,2026-06-06T15:28:00Z,Order order_kpbk2ik2w38v,{'customer_id': 'cust_0489'},captured
pay_3g7xvbsia2ilr7,merch_urbanco,payment,setl_jzsdq6081w,BELVES76A881SVNR,order_94cuvf0obo2j,182247,INR,0,0,182247,upi,2026-06-28T19:17:00Z,2026-06-30T19:17:00Z,Order order_94cuvf0obo2j,{'customer_id': 'cust_0229'},captured
pay_z2ec9j8p0n3w07,merch_lenskart,payment,setl_feoxkbs04v,UUD6BOZY498W94UW,order_xhx0j8kfudcu,126919,INR,3173,571,123175,emi,2026-01-18T22:24:00Z,2026-01-19T22:24:00Z,Order order_xhx0j8kfudcu,{'customer_id': 'cust_0396'},captured
pay_foml5nxhx9po7f,merch_nykaa,payment,setl_rcicpbhxvx,2Z2U3QDFQZTM1XB8,order_q9hwekn3njao,157486,INR,0,0,157486,upi,2026-06-03T01:40:00Z,2026-06-04T01:40:00Z,Order order_q9hwekn3njao,{'customer_id': 'cust_0080'},captured
pay_jqja1fq8nxrd6j,merch_lenskart,payment,setl_jrosde65qs,BPENLYBIC15UOJQH,order_g5t2oioamni2,523292,INR,0,0,523292,upi,2026-03-17T05:49:00Z,2026-03-19T05:49:00Z,Order order_g5t2oioamni2,{'customer_id': 'cust_0100'},captured
pay_56txt7y3cf5cvd,merch_bluedart,payment,setl_cea2mqttkp,O6TWQZX00BD116LQ,order_8pke2q245wvk,48897,INR,0,0,48897,upi,2026-04-12T07:34:00Z,2026-04-15T07:34:00Z,Order order_8pke2q245wvk,{'customer_id': 'cust_0277'},captured
pay_8yhpecy6lpag5k,merch_nykaa,payment,setl_rcicpbhxvx,LXN6EW6ZPNN1VXGO,order_bylubloaapee,68748,INR,1375,248,67125,card,2026-06-06T10:02:00Z,2026-06-07T10:02:00Z,Order order_bylubloaapee,{'customer_id': 'cust_0202'},captured
pay_f371npvsnrj4ns,merch_zomato,payment,setl_n2p6lw4hzy,R072Z37W72D1QZE6,order_mnirbfgu68gt,522270,INR,9401,1692,511177,netbanking,2026-02-26T23:56:00Z,2026-02-28T23:56:00Z,Order order_mnirbfgu68gt,{'customer_id': 'cust_0053'},captured
pay_9knopjsb7f0th8,merch_apollo,payment,setl_cah81ghzb2,FAQ7JKJD3SQETE61,order_fn7hbo7i3gyc,623401,INR,12468,2244,608689,card,2026-01-23T11:39:00Z,2026-01-24T11:39:00Z,Order order_fn7hbo7i3gyc,{'customer_id': 'cust_0025'},captured
pay_l9ests8rpkqcct,merch_apollo,payment,setl_cah81ghzb2,KX2219UB84JBKTC7,order_07h32m9sy41n,256961,INR,5139,925,250897,card,2026-06-15T23:05:00Z,2026-06-16T23:05:00Z,Order order_07h32m9sy41n,{'customer_id': 'cust_0369'},captured
pay_60k2kbhfxfz0mz,merch_apollo,payment,setl_4m1mvohiti,FEBZDWODDUQ5WL7Y,order_aqa33spyratr,85882,INR,0,0,85882,upi,2026-03-28T06:36:00Z,2026-03-30T06:36:00Z,Order order_aqa33spyratr,{'customer_id': 'cust_0245'},captured
pay_ojyiknerka6eye,merch_zomato,payment,setl_n2p6lw4hzy,0FP8B54UF9TVARHY,order_k0v58ilmd6a3,409858,INR,0,0,409858,upi,2026-04-23T01:00:00Z,2026-04-24T01:00:00Z,Order order_k0v58ilmd6a3,{'customer_id': 'cust_0271'},captured
pay_z7q4bkm1ip723t,merch_apollo,payment,setl_4m1mvohiti,X9T515BC8R4M581G,order_be3grq1358zf,19345,INR,0,0,19345,upi,2026-05-24T04:45:00Z,2026-05-26T04:45:00Z,Order order_be3grq1358zf,{'customer_id': 'cust_0369'},captured
pay_5vqyaak68tbps0,merch_lenskart,payment,setl_jrosde65qs,YSWHIUT5A3DN02Q6,order_wpqomp98h4sq,14249,INR,256,46,13947,netbanking,2026-03-08T08:01:00Z,2026-03-10T08:01:00Z,Order order_wpqomp98h4sq,{'customer_id': 'cust_0295'},captured
pay_1x9ucq5ksrg0kc,merch_lenskart,payment,setl_jrosde65qs,R41FXG9BUDP8TDB3,order_kqs3uwtvlmga,45992,INR,0,0,45992,upi,2026-04-05T08:01:00Z,2026-04-06T08:01:00Z,Order order_kqs3uwtvlmga,{'customer_id': 'cust_0017'},captured
pay_x9tv2kphp7q3ur,merch_nykaa,payment,setl_g5wjzkie9x,CHR5SR9E7DCQ70GI,order_8pidxm00ketb,594355,INR,0,0,594355,upi,2026-01-02T23:43:00Z,2026-01-03T23:43:00Z,Order order_8pidxm00ketb,{'customer_id': 'cust_0420'},captured
pay_1wswwrldwl2oud,merch_zomato,payment,setl_n2p6lw4hzy,J887T3GZR4YPS1QP,order_qdjawwup1kk1,59870,INR,0,0,59870,upi,2026-05-02T19:36:00Z,2026-05-04T19:36:00Z,Order order_qdjawwup1kk1,{'customer_id': 'cust_0422'},captured
pay_keu0uuhnhiu3y8,merch_lenskart,payment,setl_jrosde65qs,OQ8QBFKO0NE08O4Y,order_c5s4io4lfhqv,83457,INR,0,0,83457,upi,2026-06-25T22:56:00Z,2026-07-02T22:56:00Z,Order order_c5s4io4lfhqv,{'customer_id': 'cust_0332'},captured
pay_27a3f19n81glac,merch_lenskart,payment,setl_jrosde65qs,28TMVIKGH82KIZII,order_tntne7bp23yr,1146022,INR,0,0,1146022,upi,2026-05-31T04:07:00Z,2026-06-01T04:07:00Z,Order order_tntne7bp23yr,{'customer_id': 'cust_0162'},captured
pay_qx8i3m4qomgk69,merch_zomato,payment,setl_dt2cjbijhs,XQYR1WEKU24S1FQC,order_bgjg4wui09cc,156719,INR,0,0,156719,upi,2026-01-14T13:11:00Z,2026-01-16T13:11:00Z,Order order_bgjg4wui09cc,{'customer_id': 'cust_0173'},captured
pay_2tdmovjw0kveg1,merch_zomato,payment,setl_dt2cjbijhs,5MX8LXH1TCJ92E6S,order_lz28r0agh92e,51228,INR,1025,184,50019,card,2026-06-06T09:13:00Z,2026-06-08T09:13:00Z,Order order_lz28r0agh92e,{'customer_id': 'cust_0082'},captured
pay_rso1waypv5do0l,merch_urbanco,payment,setl_b6r0dbb1bq,9GN5DN3046LIP7UM,order_gir81znqh37c,3216962,INR,0,0,3216962,upi,2026-05-20T06:56:00Z,2026-05-21T06:56:00Z,Order order_gir81znqh37c,{'customer_id': 'cust_0141'},captured
pay_ly2m1jk3n2byhp,merch_bluedart,payment,setl_x4yy2sdtw4,EV9KHM0FZ14Q8LZM,order_ta03tchbc2ts,453554,INR,9071,1633,442850,card,2026-03-18T08:19:00Z,2026-03-21T08:19:00Z,Order order_ta03tchbc2ts,{'customer_id': 'cust_0123'},captured
pay_1yk6bdt0xn575g,merch_apollo,payment,setl_4m1mvohiti,BTRV5FSS7WWQ9RFM,order_jngnqu9pmlo7,171260,INR,0,0,171260,upi,2026-01-30T14:48:00Z,2026-01-31T14:48:00Z,Order order_jngnqu9pmlo7,{'customer_id': 'cust_0153'},captured
pay_j3fuaminxlwelq,merch_nykaa,payment,setl_obvrdd0i74,SH4BKZ4GVQB6BCP2,order_fz79uhd99kl6,66366,INR,0,0,66366,upi,2026-05-15T11:14:00Z,2026-05-16T11:14:00Z,Order order_fz79uhd99kl6,{'customer_id': 'cust_0452'},captured
pay_xgs6lpumqrk0l4,merch_apollo,payment,setl_4m1mvohiti,DNRXK1HK1LQQEVLJ,order_ywr16ovigbdi,75024,INR,0,0,75024,upi,2026-01-22T02:45:00Z,2026-01-23T02:45:00Z,Order order_ywr16ovigbdi,{'customer_id': 'cust_0323'},captured
pay_j4azolnx7otmbd,merch_apollo,payment,setl_4m1mvohiti,4GOCG8BJA6NTF36B,order_yd6ejy5z23cy,249228,INR,4985,897,243346,card,2026-06-09T21:09:00Z,2026-06-10T21:09:00Z,Order order_yd6ejy5z23cy,{'customer_id': 'cust_0006'},captured
pay_xhydjauoqz3xgr,merch_zomato,payment,setl_dt2cjbijhs,LESFNXPPV6MKGHQ1,order_35w2h0dcjz04,282857,INR,5091,916,276850,netbanking,2026-02-09T05:53:00Z,2026-02-12T05:53:00Z,Order order_35w2h0dcjz04,{'customer_id': 'cust_0088'},captured
pay_qafdjs0j1t6gps,merch_apollo,payment,setl_4m1mvohiti,XDVINP27T1CO614T,order_6gvvfi7zmkl2,1036614,INR,0,0,1036614,upi,2026-03-09T21:26:00Z,2026-03-11T21:26:00Z,Order order_6gvvfi7zmkl2,{'customer_id': 'cust_0181'},captured
pay_imqlt9wt9aodiw,merch_nykaa,payment,setl_obvrdd0i74,ROBQ4DX8QZU2SSTS,order_lh1d0wgoxmq0,1444,INR,0,0,1444,upi,2026-05-02T13:23:00Z,2026-05-04T13:23:00Z,Order order_lh1d0wgoxmq0,{'customer_id': 'cust_0148'},captured
pay_kzpqd8yuxuaxvc,merch_zomato,payment,setl_dt2cjbijhs,7R0FCBYZW0U01K52,order_4gajnqb7upjj,103434,INR,1862,335,101237,netbanking,2026-05-04T01:10:00Z,2026-05-07T01:10:00Z,Order order_4gajnqb7upjj,{'customer_id': 'cust_0068'},captured
pay_3rjtq4jj9swvfk,merch_lenskart,payment,setl_jk8v4druwn,SNHECJEP1HKDBMBW,order_kg3ibf7pv93r,147662,INR,2658,478,144526,netbanking,2026-02-21T04:53:00Z,2026-02-23T04:53:00Z,Order order_kg3ibf7pv93r,{'customer_id': 'cust_0478'},captured
pay_z7is9ctdmqi1tx,merch_nykaa,payment,setl_obvrdd0i74,IZDQT5GOUG2ROXWQ,order_e1ye3psxn6gm,28691,INR,0,0,28691,upi,2026-02-09T16:39:00Z,2026-02-10T16:39:00Z,Order order_e1ye3psxn6gm,{'customer_id': 'cust_0179'},captured
pay_d41c6gmohku89t,merch_bluedart,payment,setl_x4yy2sdtw4,XS0EF6EPI5BPJ40O,order_kuh3th1edsgg,823661,INR,0,0,823661,upi,2026-03-17T22:32:00Z,2026-03-20T22:32:00Z,Order order_kuh3th1edsgg,{'customer_id': 'cust_0020'},captured
pay_z3kwzctsjfmh3j,merch_zomato,payment,setl_dt2cjbijhs,KKWRBTSYZYBP2E5S,order_vpblcn2657la,75774,INR,1364,246,74164,netbanking,2026-06-28T05:33:00Z,2026-06-29T05:33:00Z,Order order_vpblcn2657la,{'customer_id': 'cust_0227'},captured
pay_ktgjh72spar8ol,merch_bluedart,payment,setl_x4yy2sdtw4,DXL3TRNWKSWEVLQZ,order_iejsm6p1gflw,288661,INR,0,0,288661,upi,2026-06-06T22:18:00Z,2026-06-09T22:18:00Z,Order order_iejsm6p1gflw,{'customer_id': 'cust_0098'},captured
pay_m9brsrwxtyxtul,merch_nykaa,payment,setl_obvrdd0i74,8DQ0LRBTL4DGOFX1,order_ihlwgsi4fh07,138476,INR,3462,623,134391,emi,2026-05-08T11:28:00Z,2026-05-10T11:28:00Z,Order order_ihlwgsi4fh07,{'customer_id': 'cust_0444'},captured
pay_9qjjszcuwmnh5u,merch_bluedart,payment,setl_d4rp06720j,IMVFHQRJGVDEYSZ3,order_r31cv6qinz60,108698,INR,2174,391,106133,card,2026-01-06T15:05:00Z,2026-01-07T15:05:00Z,Order order_r31cv6qinz60,{'customer_id': 'cust_0261'},captured
pay_ohpagejemgxplb,merch_urbanco,payment,setl_e6o288sjff,Y2DLJQIOR0J3DUPG,order_7b6mo2fws40x,182885,INR,3658,658,178569,card,2026-03-24T01:58:00Z,2026-03-25T01:58:00Z,Order order_7b6mo2fws40x,{'customer_id': 'cust_0111'},captured
pay_bq82e3on4rkv5a,merch_nykaa,payment,setl_obvrdd0i74,C3BKMWV83R9E7ILR,order_77zr34y578ee,143821,INR,0,0,143821,upi,2026-04-10T13:38:00Z,2026-04-11T13:38:00Z,Order order_77zr34y578ee,{'customer_id': 'cust_0130'},captured
pay_nezxbwua0gspur,merch_bluedart,payment,setl_d4rp06720j,583UKD4DOZNC6N8P,order_oo2y8yyvjkws,591989,INR,11840,2131,578018,card,2026-03-26T01:34:00Z,2026-04-02T01:34:00Z,Order order_oo2y8yyvjkws,{'customer_id': 'cust_0050'},captured
pay_uxdl1mbq2bt1px,merch_zomato,payment,setl_n8yqp06ewk,P6D78CVTGNXJ6DFV,order_ulru3u5y7abf,58083,INR,1452,261,56370,emi,2026-03-24T15:15:00Z,2026-03-27T15:15:00Z,Order order_ulru3u5y7abf,{'customer_id': 'cust_0497'},captured
pay_eepzo2f4q2xxwy,merch_zomato,payment,setl_n8yqp06ewk,DB2API32CFDRFV2B,order_m152nnzc556n,420006,INR,0,0,420006,upi,2026-02-10T03:11:00Z,2026-02-12T03:11:00Z,Order order_m152nnzc556n,{'customer_id': 'cust_0263'},captured
pay_gcbbwurqdbv3h8,merch_urbanco,payment,setl_e6o288sjff,N985XHMTIQN1L8U1,order_ddz60p2w4v22,81487,INR,1630,293,79564,card,2026-05-21T10:54:00Z,2026-05-22T10:54:00Z,Order order_ddz60p2w4v22,{'customer_id': 'cust_0148'},captured
pay_qlu3sic96xe29h,merch_zomato,payment,setl_n8yqp06ewk,44KJYW2K63ECIPNF,order_bpgqxll7192j,508051,INR,9145,1646,497260,netbanking,2026-03-14T19:53:00Z,2026-03-16T19:53:00Z,Order order_bpgqxll7192j,{'customer_id': 'cust_0032'},captured
pay_hh6341j9vugcmh,merch_bluedart,payment,setl_d4rp06720j,FNSKDXJW465KV2CJ,order_9706x4wyq7d9,99045,INR,1981,357,96707,card,2026-03-11T07:46:00Z,2026-03-13T07:46:00Z,Order order_9706x4wyq7d9,{'customer_id': 'cust_0251'},captured
pay_hw7i7i05dwnpc7,merch_bluedart,payment,setl_d4rp06720j,293WJJRWWXPPNJY4,order_iaqk907a16sj,251076,INR,4519,813,245744,wallet,2026-03-14T05:27:00Z,2026-03-16T05:27:00Z,Order order_iaqk907a16sj,{'customer_id': 'cust_0053'},captured
pay_mi6qdm761qvjl6,merch_urbanco,payment,setl_e6o288sjff,V99FG8QVWT2CBDY7,order_erepm0l1g4vf,118994,INR,2380,428,116186,card,2026-02-18T01:10:00Z,2026-02-20T01:10:00Z,Order order_erepm0l1g4vf,{'customer_id': 'cust_0274'},captured
pay_6w1fqjzn52284w,merch_bluedart,payment,setl_d4rp06720j,R4RZUYSCB4IU0D81,order_9j4g1y5s28xg,99173,INR,0,0,99173,upi,2026-05-29T08:51:00Z,2026-05-31T08:51:00Z,Order order_9j4g1y5s28xg,{'customer_id': 'cust_0188'},captured
pay_yi8rxn7vtcru35,merch_nykaa,payment,setl_1epoqmp00s,687N42HMOAJHQB92,order_08v43k80cyta,85212,INR,1534,276,83402,wallet,2026-06-30T05:44:00Z,2026-07-02T05:44:00Z,Order order_08v43k80cyta,{'customer_id': 'cust_0484'},captured
pay_4hq0rqo71oqfsj,merch_zomato,payment,setl_n8yqp06ewk,S5M066AK08C5Q20G,order_694xv2ol0r4h,226656,INR,4080,734,221842,netbanking,2026-04-09T05:44:00Z,2026-04-11T05:44:00Z,Order order_694xv2ol0r4h,{'customer_id': 'cust_0084'},captured
pay_g8ttf3bi3rkuam,merch_apollo,payment,setl_pe6tlmasup,YBYGXZ5JM5OL4HKP,order_a2aenwdtt7an,759900,INR,13678,2462,743760,wallet,2026-03-15T19:11:00Z,2026-03-22T19:11:00Z,Order order_a2aenwdtt7an,{'customer_id': 'cust_0307'},captured
pay_v9l28w13j4tu2v,merch_lenskart,payment,setl_b1c5euzy3a,85OHMUKBVMIBWC8Z,order_fhr2f6q6ej0v,85764,INR,0,0,85764,upi,2026-01-12T21:01:00Z,2026-01-14T21:01:00Z,Order order_fhr2f6q6ej0v,{'customer_id': 'cust_0479'},captured
pay_faqkwhl0ccv3bh,merch_nykaa,payment,setl_1epoqmp00s,8SLQS6L3F3NPWTZ3,order_1evndmc6c9gl,125936,INR,0,0,125936,upi,2026-06-07T10:22:00Z,2026-06-09T10:22:00Z,Order order_1evndmc6c9gl,{'customer_id': 'cust_0295'},captured
pay_mo32i7c6qpvtm9,merch_nykaa,payment,setl_1epoqmp00s,0QIBTA1IDWZ6VQTP,order_u0s79st6srdk,307338,INR,0,0,307338,upi,2026-02-27T23:54:00Z,2026-02-28T23:54:00Z,Order order_u0s79st6srdk,{'customer_id': 'cust_0350'},captured
pay_pd13pco973m4og,merch_lenskart,payment,setl_b1c5euzy3a,UFQNAUAKYPSTU3LN,order_3swt3jw65dnc,44829,INR,0,0,44829,upi,2026-06-11T20:39:00Z,2026-06-14T20:39:00Z,Order order_3swt3jw65dnc,{'customer_id': 'cust_0081'},captured
pay_qpf222gmdz1hzy,merch_urbanco,payment,setl_kw6v2xefm4,SD4V0W7PQYZ6E1EY,order_qvak6j0o7s3w,288546,INR,5194,935,282417,netbanking,2026-06-15T21:42:00Z,2026-06-18T21:42:00Z,Order order_qvak6j0o7s3w,{'customer_id': 'cust_0304'},captured
pay_uc3xt5hc1c0913,merch_nykaa,payment,setl_1epoqmp00s,KSXYXA4EATEY7LB9,order_lpbp2u0biviw,613436,INR,12269,2208,598959,card,2026-06-22T05:35:00Z,2026-06-23T05:35:00Z,Order order_lpbp2u0biviw,{'customer_id': 'cust_0244'},captured
pay_irf60vy2uyrkso,merch_urbanco,payment,setl_kw6v2xefm4,JVFFHENUFRU26RWN,order_37zxe0h6khiv,298042,INR,0,0,298042,upi,2026-06-17T03:33:00Z,2026-06-20T03:33:00Z,Order order_37zxe0h6khiv,{'customer_id': 'cust_0248'},captured
pay_xdua7e7rzb8o3x,merch_lenskart,payment,setl_b1c5euzy3a,YZFY0CSHSEY76EDS,order_0ds4n6e4syjh,37820,INR,756,136,36928,card,2026-05-15T12:03:00Z,2026-05-17T12:03:00Z,Order order_0ds4n6e4syjh,{'customer_id': 'cust_0342'},captured
pay_hb0l1ld0sauu8x,merch_urbanco,payment,setl_kw6v2xefm4,P1FQRY1BTRJGYBIC,order_9uokwzv3zhar,304639,INR,5484,987,298168,netbanking,2026-06-22T13:59:00Z,2026-06-23T13:59:00Z,Order order_9uokwzv3zhar,{'customer_id': 'cust_0412'},captured
pay_ft3brnsx6ipemk,merch_apollo,payment,setl_my3ou14ghr,NPSE5EU324THC5SN,order_15dnd4517kwj,772746,INR,0,0,772746,upi,2026-02-04T20:18:00Z,2026-02-06T20:18:00Z,Order order_15dnd4517kwj,{'customer_id': 'cust_0213'},captured
pay_3vca6qpnp62s3y,merch_lenskart,payment,setl_b1c5euzy3a,QHB9TQGFJJQL8RM3,order_p47v5dg09m21,384943,INR,0,0,384943,upi,2026-05-10T15:37:00Z,2026-05-12T15:37:00Z,Order order_p47v5dg09m21,{'customer_id': 'cust_0452'},captured
pay_mxt30m78kew3qc,merch_apollo,payment,setl_my3ou14ghr,IOBBPWUKC54MAGDY,order_60ldvodaztav,3291092,INR,59240,10663,3221189,netbanking,2026-02-13T17:01:00Z,2026-02-15T17:01:00Z,Order order_60ldvodaztav,{'customer_id': 'cust_0231'},captured
pay_raz0vcen10qgkk,merch_lenskart,payment,setl_b1c5euzy3a,BNMXSBCS1RANWTDO,order_x2jxai2uyaxo,565483,INR,0,0,565483,upi,2026-05-04T19:39:00Z,2026-05-07T19:39:00Z,Order order_x2jxai2uyaxo,{'customer_id': 'cust_0245'},captured
pay_9mt0awr709xml6,merch_urbanco,payment,setl_kw6v2xefm4,L7Y7X2MBXD2LC0RV,order_gfx9kl90fbyq,520801,INR,0,0,520801,upi,2026-03-20T08:27:00Z,2026-03-22T08:27:00Z,Order order_gfx9kl90fbyq,{'customer_id': 'cust_0498'},captured
pay_hjdzx8osph7foo,merch_apollo,payment,setl_my3ou14ghr,E5J7YFK2I3IIGTHB,order_vhyxrwp0xuxr,64381,INR,1159,209,63013,netbanking,2026-02-11T18:22:00Z,2026-02-13T18:22:00Z,Order order_vhyxrwp0xuxr,{'customer_id': 'cust_0196'},captured
